No,Rep,Timepoint,Date,Year,Time,Treatment,Temp,Cone,Culture,popcross,Family,Mom,Dad,Species,BoatID,Wells,No.LarvaeIn,No.LarvaeOut,No.LarvaeDead,Percent_Survival_atend,CrossType,Survival
119,1,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCrossGret,1
120,2,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCrossGret,1
121,3,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCrossGret,1
122,4,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCrossGret,1
123,5,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCrossGret,1
124,6,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCrossGret,1
125,7,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCrossGret,1
126,8,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCrossGret,1
127,9,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCrossGret,1
128,10,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCrossGret,1
129,11,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCrossGret,1
130,12,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCrossGret,1
131,13,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCrossGret,1
132,14,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCrossGret,1
133,15,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCrossGret,0
134,16,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCrossGret,0
135,17,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCrossGret,0
136,18,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCrossGret,0
137,19,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCrossGret,0
138,20,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCrossGret,0
139,21,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCrossGret,0
140,22,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCrossGret,0
141,23,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCrossGret,0
142,1,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,92,D,19,16,3,84.21052632,BulkCrossGret,1
143,2,2,17.12.21,2021,11:00,Ambient,27.5C,18,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep2,SwitzerBulk,JewellBulk,G.ret,93,D,19,16,3,84.21052632,BulkCrossGret,1
144,3,2,17.12.22,2022,12:00,Ambient,27.5C,19,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep3,SwitzerBulk,JewellBulk,G.ret,94,D,19,16,3,84.21052632,BulkCrossGret,1
145,4,2,17.12.23,2023,13:00,Ambient,27.5C,20,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep4,SwitzerBulk,JewellBulk,G.ret,95,D,19,16,3,84.21052632,BulkCrossGret,1
146,5,2,17.12.24,2024,14:00,Ambient,27.5C,21,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep5,SwitzerBulk,JewellBulk,G.ret,96,D,19,16,3,84.21052632,BulkCrossGret,1
147,6,2,17.12.25,2025,15:00,Ambient,27.5C,22,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep6,SwitzerBulk,JewellBulk,G.ret,97,D,19,16,3,84.21052632,BulkCrossGret,1
148,7,2,17.12.26,2026,16:00,Ambient,27.5C,23,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep7,SwitzerBulk,JewellBulk,G.ret,98,D,19,16,3,84.21052632,BulkCrossGret,1
149,8,2,17.12.27,2027,17:00,Ambient,27.5C,24,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep8,SwitzerBulk,JewellBulk,G.ret,99,D,19,16,3,84.21052632,BulkCrossGret,1
150,9,2,17.12.28,2028,18:00,Ambient,27.5C,25,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep9,SwitzerBulk,JewellBulk,G.ret,100,D,19,16,3,84.21052632,BulkCrossGret,1
151,10,2,17.12.29,2029,19:00,Ambient,27.5C,26,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep10,SwitzerBulk,JewellBulk,G.ret,101,D,19,16,3,84.21052632,BulkCrossGret,1
152,11,2,17.12.30,2030,20:00,Ambient,27.5C,27,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep11,SwitzerBulk,JewellBulk,G.ret,102,D,19,16,3,84.21052632,BulkCrossGret,1
153,12,2,17.12.31,2031,21:00,Ambient,27.5C,28,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep12,SwitzerBulk,JewellBulk,G.ret,103,D,19,16,3,84.21052632,BulkCrossGret,1
154,13,2,17.12.32,2032,22:00,Ambient,27.5C,29,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep13,SwitzerBulk,JewellBulk,G.ret,104,D,19,16,3,84.21052632,BulkCrossGret,1
155,14,2,17.12.33,2033,23:00,Ambient,27.5C,30,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep14,SwitzerBulk,JewellBulk,G.ret,105,D,19,16,3,84.21052632,BulkCrossGret,1
156,15,2,17.12.34,2034,0:00,Ambient,27.5C,31,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep15,SwitzerBulk,JewellBulk,G.ret,106,D,19,16,3,84.21052632,BulkCrossGret,1
157,16,2,17.12.35,2035,1:00,Ambient,27.5C,32,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep16,SwitzerBulk,JewellBulk,G.ret,107,D,19,16,3,84.21052632,BulkCrossGret,1
158,17,2,17.12.36,2036,2:00,Ambient,27.5C,33,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep17,SwitzerBulk,JewellBulk,G.ret,108,D,19,16,3,84.21052632,BulkCrossGret,0
159,18,2,17.12.37,2037,3:00,Ambient,27.5C,34,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep18,SwitzerBulk,JewellBulk,G.ret,109,D,19,16,3,84.21052632,BulkCrossGret,0
160,19,2,17.12.38,2038,4:00,Ambient,27.5C,35,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep19,SwitzerBulk,JewellBulk,G.ret,110,D,19,16,3,84.21052632,BulkCrossGret,0
161,1,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,92,E,22,18,4,81.81818182,BulkCrossGret,1
162,2,2,17.12.21,2021,11:00,Ambient,27.5C,18,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep2,SwitzerBulk,JewellBulk,G.ret,93,E,22,18,4,81.81818182,BulkCrossGret,1
163,3,2,17.12.22,2022,12:00,Ambient,27.5C,19,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep3,SwitzerBulk,JewellBulk,G.ret,94,E,22,18,4,81.81818182,BulkCrossGret,1
164,4,2,17.12.23,2023,13:00,Ambient,27.5C,20,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep4,SwitzerBulk,JewellBulk,G.ret,95,E,22,18,4,81.81818182,BulkCrossGret,1
165,5,2,17.12.24,2024,14:00,Ambient,27.5C,21,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep5,SwitzerBulk,JewellBulk,G.ret,96,E,22,18,4,81.81818182,BulkCrossGret,1
166,6,2,17.12.25,2025,15:00,Ambient,27.5C,22,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep6,SwitzerBulk,JewellBulk,G.ret,97,E,22,18,4,81.81818182,BulkCrossGret,1
167,7,2,17.12.26,2026,16:00,Ambient,27.5C,23,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep7,SwitzerBulk,JewellBulk,G.ret,98,E,22,18,4,81.81818182,BulkCrossGret,1
168,8,2,17.12.27,2027,17:00,Ambient,27.5C,24,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep8,SwitzerBulk,JewellBulk,G.ret,99,E,22,18,4,81.81818182,BulkCrossGret,1
169,9,2,17.12.28,2028,18:00,Ambient,27.5C,25,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep9,SwitzerBulk,JewellBulk,G.ret,100,E,22,18,4,81.81818182,BulkCrossGret,1
170,10,2,17.12.29,2029,19:00,Ambient,27.5C,26,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep10,SwitzerBulk,JewellBulk,G.ret,101,E,22,18,4,81.81818182,BulkCrossGret,1
171,11,2,17.12.30,2030,20:00,Ambient,27.5C,27,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep11,SwitzerBulk,JewellBulk,G.ret,102,E,22,18,4,81.81818182,BulkCrossGret,1
172,12,2,17.12.31,2031,21:00,Ambient,27.5C,28,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep12,SwitzerBulk,JewellBulk,G.ret,103,E,22,18,4,81.81818182,BulkCrossGret,1
173,13,2,17.12.32,2032,22:00,Ambient,27.5C,29,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep13,SwitzerBulk,JewellBulk,G.ret,104,E,22,18,4,81.81818182,BulkCrossGret,1
174,14,2,17.12.33,2033,23:00,Ambient,27.5C,30,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep14,SwitzerBulk,JewellBulk,G.ret,105,E,22,18,4,81.81818182,BulkCrossGret,1
175,15,2,17.12.34,2034,0:00,Ambient,27.5C,31,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep15,SwitzerBulk,JewellBulk,G.ret,106,E,22,18,4,81.81818182,BulkCrossGret,1
176,16,2,17.12.35,2035,1:00,Ambient,27.5C,32,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep16,SwitzerBulk,JewellBulk,G.ret,107,E,22,18,4,81.81818182,BulkCrossGret,1
177,17,2,17.12.36,2036,2:00,Ambient,27.5C,33,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep17,SwitzerBulk,JewellBulk,G.ret,108,E,22,18,4,81.81818182,BulkCrossGret,1
178,18,2,17.12.37,2037,3:00,Ambient,27.5C,34,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep18,SwitzerBulk,JewellBulk,G.ret,109,E,22,18,4,81.81818182,BulkCrossGret,1
179,19,2,17.12.38,2038,4:00,Ambient,27.5C,35,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep19,SwitzerBulk,JewellBulk,G.ret,110,E,22,18,4,81.81818182,BulkCrossGret,0
180,20,2,17.12.39,2039,5:00,Ambient,27.5C,36,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep20,SwitzerBulk,JewellBulk,G.ret,111,E,22,18,4,81.81818182,BulkCrossGret,0
181,21,2,17.12.40,2040,6:00,Ambient,27.5C,37,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep21,SwitzerBulk,JewellBulk,G.ret,112,E,22,18,4,81.81818182,BulkCrossGret,0
182,22,2,17.12.41,2041,7:00,Ambient,27.5C,38,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep22,SwitzerBulk,JewellBulk,G.ret,113,E,22,18,4,81.81818182,BulkCrossGret,0
183,1,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCrossGret,1
184,2,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCrossGret,1
185,3,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCrossGret,1
186,4,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCrossGret,1
187,5,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCrossGret,1
188,6,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCrossGret,1
189,7,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCrossGret,1
190,8,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCrossGret,1
191,9,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCrossGret,1
192,10,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCrossGret,1
193,11,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCrossGret,1
194,12,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCrossGret,1
195,13,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCrossGret,1
196,14,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCrossGret,1
197,15,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCrossGret,1
198,16,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCrossGret,1
199,17,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCrossGret,1
200,18,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCrossGret,1
201,19,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCrossGret,1
202,20,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCrossGret,1
203,21,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCrossGret,1
204,22,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCrossGret,0
205,23,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCrossGret,0
206,1,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,D,19,8,11,42.10526316,BulkCrossGret,1
207,2,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,D,19,8,11,42.10526316,BulkCrossGret,1
208,3,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,D,19,8,11,42.10526316,BulkCrossGret,1
209,4,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,D,19,8,11,42.10526316,BulkCrossGret,1
210,5,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,D,19,8,11,42.10526316,BulkCrossGret,1
211,6,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,D,19,8,11,42.10526316,BulkCrossGret,1
212,7,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,D,19,8,11,42.10526316,BulkCrossGret,1
213,8,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,D,19,8,11,42.10526316,BulkCrossGret,1
214,9,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,D,19,8,11,42.10526316,BulkCrossGret,0
215,10,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,D,19,8,11,42.10526316,BulkCrossGret,0
216,11,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,D,19,8,11,42.10526316,BulkCrossGret,0
217,12,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,D,19,8,11,42.10526316,BulkCrossGret,0
218,13,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,D,19,8,11,42.10526316,BulkCrossGret,0
219,14,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,D,19,8,11,42.10526316,BulkCrossGret,0
220,15,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,D,19,8,11,42.10526316,BulkCrossGret,0
221,16,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,D,19,8,11,42.10526316,BulkCrossGret,0
222,17,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,D,19,8,11,42.10526316,BulkCrossGret,0
223,18,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,D,19,8,11,42.10526316,BulkCrossGret,0
224,19,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,D,19,8,11,42.10526316,BulkCrossGret,0
225,1,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,E,19,12,7,63.15789474,BulkCrossGret,1
226,2,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,E,19,12,7,63.15789474,BulkCrossGret,1
227,3,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,E,19,12,7,63.15789474,BulkCrossGret,1
228,4,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,E,19,12,7,63.15789474,BulkCrossGret,1
229,5,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,E,19,12,7,63.15789474,BulkCrossGret,1
230,6,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,E,19,12,7,63.15789474,BulkCrossGret,1
231,7,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,E,19,12,7,63.15789474,BulkCrossGret,1
232,8,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,E,19,12,7,63.15789474,BulkCrossGret,1
233,9,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,JewellBulk,G.ret,76,E,19,12,7,63.15789474,BulkCrossGret,1
