No,Rep,Timepoint,Date,Year,Time,Treatment,Temp,Cone,Culture,popcross,Family,ReefMom,Mom,Dad,Species,BoatID,Wells,No.LarvaeIn,No.LarvaeOut,No.LarvaeDead,Percent_Survival_atend,CrossType,Survival,Region_cross
99,3,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,B,22,14,8,63.63636364,BulkCross,1,NA
100,4,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,B,22,14,8,63.63636364,BulkCross,1,NA
101,5,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,B,22,14,8,63.63636364,BulkCross,1,NA
102,6,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,B,22,14,8,63.63636364,BulkCross,1,NA
103,7,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,B,22,14,8,63.63636364,BulkCross,1,NA
104,8,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,B,22,14,8,63.63636364,BulkCross,1,NA
105,9,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,B,22,14,8,63.63636364,BulkCross,1,NA
106,10,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,B,22,14,8,63.63636364,BulkCross,1,NA
107,11,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,B,22,14,8,63.63636364,BulkCross,1,NA
108,12,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,B,22,14,8,63.63636364,BulkCross,1,NA
109,13,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,B,22,14,8,63.63636364,BulkCross,1,NA
110,14,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,B,22,14,8,63.63636364,BulkCross,1,NA
111,15,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,B,22,14,8,63.63636364,BulkCross,0,NA
112,16,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,B,22,14,8,63.63636364,BulkCross,0,NA
113,17,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,B,22,14,8,63.63636364,BulkCross,0,NA
114,18,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,B,22,14,8,63.63636364,BulkCross,0,NA
115,19,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,B,22,14,8,63.63636364,BulkCross,0,NA
116,20,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,B,22,14,8,63.63636364,BulkCross,0,NA
117,21,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,B,22,14,8,63.63636364,BulkCross,0,NA
118,22,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,B,22,14,8,63.63636364,BulkCross,0,NA
119,1,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCross,1,NA
120,2,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCross,1,NA
121,3,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCross,1,NA
122,4,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCross,1,NA
123,5,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCross,1,NA
124,6,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCross,1,NA
125,7,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCross,1,NA
126,8,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCross,1,NA
127,9,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCross,1,NA
128,10,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCross,1,NA
129,11,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCross,1,NA
130,12,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCross,1,NA
131,13,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCross,1,NA
132,14,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCross,1,NA
133,15,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCross,0,NA
134,16,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCross,0,NA
135,17,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCross,0,NA
136,18,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCross,0,NA
137,19,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCross,0,NA
138,20,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCross,0,NA
139,21,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCross,0,NA
140,22,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCross,0,NA
141,23,2,17.12.20,2020,10:00,Hot,35.5C,15,ParkeBulkxJewellBulk,ParkeBulkxJewellBulk,G.F1.1rep1,ParkeBulk,ParkeBulk,JewellBulk,G.ret,130,C,23,14,9,60.86956522,BulkCross,0,NA
142,1,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,92,D,19,16,3,84.21052632,BulkCross,1,NA
143,2,2,17.12.21,2021,11:00,Ambient,27.5C,18,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep2,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,93,D,19,16,3,84.21052632,BulkCross,1,NA
144,3,2,17.12.22,2022,12:00,Ambient,27.5C,19,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep3,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,94,D,19,16,3,84.21052632,BulkCross,1,NA
145,4,2,17.12.23,2023,13:00,Ambient,27.5C,20,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep4,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,95,D,19,16,3,84.21052632,BulkCross,1,NA
146,5,2,17.12.24,2024,14:00,Ambient,27.5C,21,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep5,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,96,D,19,16,3,84.21052632,BulkCross,1,NA
147,6,2,17.12.25,2025,15:00,Ambient,27.5C,22,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep6,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,97,D,19,16,3,84.21052632,BulkCross,1,NA
148,7,2,17.12.26,2026,16:00,Ambient,27.5C,23,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep7,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,98,D,19,16,3,84.21052632,BulkCross,1,NA
149,8,2,17.12.27,2027,17:00,Ambient,27.5C,24,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep8,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,99,D,19,16,3,84.21052632,BulkCross,1,NA
150,9,2,17.12.28,2028,18:00,Ambient,27.5C,25,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep9,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,100,D,19,16,3,84.21052632,BulkCross,1,NA
151,10,2,17.12.29,2029,19:00,Ambient,27.5C,26,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep10,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,101,D,19,16,3,84.21052632,BulkCross,1,NA
152,11,2,17.12.30,2030,20:00,Ambient,27.5C,27,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep11,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,102,D,19,16,3,84.21052632,BulkCross,1,NA
153,12,2,17.12.31,2031,21:00,Ambient,27.5C,28,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep12,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,103,D,19,16,3,84.21052632,BulkCross,1,NA
154,13,2,17.12.32,2032,22:00,Ambient,27.5C,29,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep13,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,104,D,19,16,3,84.21052632,BulkCross,1,NA
155,14,2,17.12.33,2033,23:00,Ambient,27.5C,30,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep14,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,105,D,19,16,3,84.21052632,BulkCross,1,NA
156,15,2,17.12.34,2034,0:00,Ambient,27.5C,31,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep15,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,106,D,19,16,3,84.21052632,BulkCross,1,NA
157,16,2,17.12.35,2035,1:00,Ambient,27.5C,32,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep16,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,107,D,19,16,3,84.21052632,BulkCross,1,NA
158,17,2,17.12.36,2036,2:00,Ambient,27.5C,33,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep17,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,108,D,19,16,3,84.21052632,BulkCross,0,NA
159,18,2,17.12.37,2037,3:00,Ambient,27.5C,34,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep18,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,109,D,19,16,3,84.21052632,BulkCross,0,NA
160,19,2,17.12.38,2038,4:00,Ambient,27.5C,35,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep19,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,110,D,19,16,3,84.21052632,BulkCross,0,NA
161,1,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,92,E,22,18,4,81.81818182,BulkCross,1,NA
162,2,2,17.12.21,2021,11:00,Ambient,27.5C,18,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep2,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,93,E,22,18,4,81.81818182,BulkCross,1,NA
163,3,2,17.12.22,2022,12:00,Ambient,27.5C,19,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep3,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,94,E,22,18,4,81.81818182,BulkCross,1,NA
164,4,2,17.12.23,2023,13:00,Ambient,27.5C,20,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep4,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,95,E,22,18,4,81.81818182,BulkCross,1,NA
165,5,2,17.12.24,2024,14:00,Ambient,27.5C,21,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep5,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,96,E,22,18,4,81.81818182,BulkCross,1,NA
166,6,2,17.12.25,2025,15:00,Ambient,27.5C,22,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep6,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,97,E,22,18,4,81.81818182,BulkCross,1,NA
167,7,2,17.12.26,2026,16:00,Ambient,27.5C,23,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep7,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,98,E,22,18,4,81.81818182,BulkCross,1,NA
168,8,2,17.12.27,2027,17:00,Ambient,27.5C,24,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep8,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,99,E,22,18,4,81.81818182,BulkCross,1,NA
169,9,2,17.12.28,2028,18:00,Ambient,27.5C,25,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep9,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,100,E,22,18,4,81.81818182,BulkCross,1,NA
170,10,2,17.12.29,2029,19:00,Ambient,27.5C,26,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep10,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,101,E,22,18,4,81.81818182,BulkCross,1,NA
171,11,2,17.12.30,2030,20:00,Ambient,27.5C,27,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep11,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,102,E,22,18,4,81.81818182,BulkCross,1,NA
172,12,2,17.12.31,2031,21:00,Ambient,27.5C,28,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep12,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,103,E,22,18,4,81.81818182,BulkCross,1,NA
173,13,2,17.12.32,2032,22:00,Ambient,27.5C,29,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep13,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,104,E,22,18,4,81.81818182,BulkCross,1,NA
174,14,2,17.12.33,2033,23:00,Ambient,27.5C,30,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep14,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,105,E,22,18,4,81.81818182,BulkCross,1,NA
175,15,2,17.12.34,2034,0:00,Ambient,27.5C,31,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep15,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,106,E,22,18,4,81.81818182,BulkCross,1,NA
176,16,2,17.12.35,2035,1:00,Ambient,27.5C,32,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep16,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,107,E,22,18,4,81.81818182,BulkCross,1,NA
177,17,2,17.12.36,2036,2:00,Ambient,27.5C,33,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep17,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,108,E,22,18,4,81.81818182,BulkCross,1,NA
178,18,2,17.12.37,2037,3:00,Ambient,27.5C,34,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep18,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,109,E,22,18,4,81.81818182,BulkCross,1,NA
179,19,2,17.12.38,2038,4:00,Ambient,27.5C,35,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep19,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,110,E,22,18,4,81.81818182,BulkCross,0,NA
180,20,2,17.12.39,2039,5:00,Ambient,27.5C,36,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep20,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,111,E,22,18,4,81.81818182,BulkCross,0,NA
181,21,2,17.12.40,2040,6:00,Ambient,27.5C,37,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep21,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,112,E,22,18,4,81.81818182,BulkCross,0,NA
182,22,2,17.12.41,2041,7:00,Ambient,27.5C,38,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep22,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,113,E,22,18,4,81.81818182,BulkCross,0,NA
183,1,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCross,1,NA
184,2,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCross,1,NA
185,3,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCross,1,NA
186,4,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCross,1,NA
187,5,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCross,1,NA
188,6,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCross,1,NA
189,7,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCross,1,NA
190,8,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCross,1,NA
191,9,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCross,1,NA
192,10,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCross,1,NA
193,11,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCross,1,NA
194,12,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCross,1,NA
195,13,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCross,1,NA
196,14,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCross,1,NA
197,15,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCross,1,NA
198,16,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCross,1,NA
199,17,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCross,1,NA
200,18,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCross,1,NA
201,19,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCross,1,NA
202,20,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCross,1,NA
203,21,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCross,1,NA
204,22,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCross,0,NA
205,23,2,17.12.20,2020,10:00,Ambient,27.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,92,F,23,21,2,91.30434783,BulkCross,0,NA
206,1,2,17.12.20,2020,10:00,Hot,35.5C,17,SwitzerBulkxJewellBulk,SwitzerBulkxJewellBulk,G.F2.1rep1,SwitzerBulk,SwitzerBulk,JewellBulk,G.ret,76,D,19,8,11,42.10526316,BulkCross,1,NA
