No,Rep,Timepoint,Date,Year,Time,Treatment,Temp,Cone,Culture,popcross,Family,ReefMom,Mom,Dad,Species,BoatID,Wells,No.LarvaeIn,No.LarvaeOut,No.LarvaeDead,Percent_Survival_atend,CrossType,Survival,Region_cross
3029,10,2,17.12.20,2020,10:00,Ambient,27.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,124,C,19,19,0,100,IndivCross,1,NorthxCentral
3030,11,2,17.12.20,2020,10:00,Ambient,27.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,124,C,19,19,0,100,IndivCross,1,NorthxCentral
3031,12,2,17.12.20,2020,10:00,Ambient,27.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,124,C,19,19,0,100,IndivCross,1,NorthxCentral
3032,13,2,17.12.20,2020,10:00,Ambient,27.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,124,C,19,19,0,100,IndivCross,1,NorthxCentral
3033,14,2,17.12.20,2020,10:00,Ambient,27.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,124,C,19,19,0,100,IndivCross,1,NorthxCentral
3034,15,2,17.12.20,2020,10:00,Ambient,27.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,124,C,19,19,0,100,IndivCross,1,NorthxCentral
3035,16,2,17.12.20,2020,10:00,Ambient,27.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,124,C,19,19,0,100,IndivCross,1,NorthxCentral
3036,17,2,17.12.20,2020,10:00,Ambient,27.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,124,C,19,19,0,100,IndivCross,1,NorthxCentral
3037,18,2,17.12.20,2020,10:00,Ambient,27.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,124,C,19,19,0,100,IndivCross,1,NorthxCentral
3038,19,2,17.12.20,2020,10:00,Ambient,27.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,124,C,19,19,0,100,IndivCross,1,NorthxCentral
3039,1,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,A,10,1,9,10,IndivCross,1,NorthxCentral
3040,2,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,A,10,1,9,10,IndivCross,0,NorthxCentral
3041,3,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,A,10,1,9,10,IndivCross,0,NorthxCentral
3042,4,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,A,10,1,9,10,IndivCross,0,NorthxCentral
3043,5,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,A,10,1,9,10,IndivCross,0,NorthxCentral
3044,6,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,A,10,1,9,10,IndivCross,0,NorthxCentral
3045,7,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,A,10,1,9,10,IndivCross,0,NorthxCentral
3046,8,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,A,10,1,9,10,IndivCross,0,NorthxCentral
3047,9,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,A,10,1,9,10,IndivCross,0,NorthxCentral
3048,10,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,A,10,1,9,10,IndivCross,0,NorthxCentral
3049,1,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,B,15,1,14,6.666666667,IndivCross,1,NorthxCentral
3050,2,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,B,15,1,14,6.666666667,IndivCross,0,NorthxCentral
3051,3,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,B,15,1,14,6.666666667,IndivCross,0,NorthxCentral
3052,4,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,B,15,1,14,6.666666667,IndivCross,0,NorthxCentral
3053,5,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,B,15,1,14,6.666666667,IndivCross,0,NorthxCentral
3054,6,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,B,15,1,14,6.666666667,IndivCross,0,NorthxCentral
3055,7,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,B,15,1,14,6.666666667,IndivCross,0,NorthxCentral
3056,8,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,B,15,1,14,6.666666667,IndivCross,0,NorthxCentral
3057,9,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,B,15,1,14,6.666666667,IndivCross,0,NorthxCentral
3058,10,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,B,15,1,14,6.666666667,IndivCross,0,NorthxCentral
3059,11,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,B,15,1,14,6.666666667,IndivCross,0,NorthxCentral
3060,12,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,B,15,1,14,6.666666667,IndivCross,0,NorthxCentral
3061,13,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,B,15,1,14,6.666666667,IndivCross,0,NorthxCentral
3062,14,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,B,15,1,14,6.666666667,IndivCross,0,NorthxCentral
3063,15,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,B,15,1,14,6.666666667,IndivCross,0,NorthxCentral
3064,1,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,C,13,0,13,0,IndivCross,0,NorthxCentral
3065,2,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,C,13,0,13,0,IndivCross,0,NorthxCentral
3066,3,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,C,13,0,13,0,IndivCross,0,NorthxCentral
3067,4,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,C,13,0,13,0,IndivCross,0,NorthxCentral
3068,5,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,C,13,0,13,0,IndivCross,0,NorthxCentral
3069,6,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,C,13,0,13,0,IndivCross,0,NorthxCentral
3070,7,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,C,13,0,13,0,IndivCross,0,NorthxCentral
3071,8,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,C,13,0,13,0,IndivCross,0,NorthxCentral
3072,9,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,C,13,0,13,0,IndivCross,0,NorthxCentral
3073,10,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,C,13,0,13,0,IndivCross,0,NorthxCentral
3074,11,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,C,13,0,13,0,IndivCross,0,NorthxCentral
3075,12,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,C,13,0,13,0,IndivCross,0,NorthxCentral
3076,13,2,17.12.20,2020,10:00,Hot,35.5C,68,Switzer6xDavies1,SwitzerxDavies,T.F29,Switzer6,Switzer6,Davies1,A.ten,114,C,13,0,13,0,IndivCross,0,NorthxCentral
3077,1,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,A,20,20,0,100,IndivCross,1,NorthxNorth
3078,2,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,A,20,20,0,100,IndivCross,1,NorthxNorth
3079,3,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,A,20,20,0,100,IndivCross,1,NorthxNorth
3080,4,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,A,20,20,0,100,IndivCross,1,NorthxNorth
3081,5,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,A,20,20,0,100,IndivCross,1,NorthxNorth
3082,6,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,A,20,20,0,100,IndivCross,1,NorthxNorth
3083,7,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,A,20,20,0,100,IndivCross,1,NorthxNorth
3084,8,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,A,20,20,0,100,IndivCross,1,NorthxNorth
3085,9,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,A,20,20,0,100,IndivCross,1,NorthxNorth
3086,10,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,A,20,20,0,100,IndivCross,1,NorthxNorth
3087,11,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,A,20,20,0,100,IndivCross,1,NorthxNorth
3088,12,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,A,20,20,0,100,IndivCross,1,NorthxNorth
3089,13,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,A,20,20,0,100,IndivCross,1,NorthxNorth
3090,14,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,A,20,20,0,100,IndivCross,1,NorthxNorth
3091,15,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,A,20,20,0,100,IndivCross,1,NorthxNorth
3092,16,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,A,20,20,0,100,IndivCross,1,NorthxNorth
3093,17,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,A,20,20,0,100,IndivCross,1,NorthxNorth
3094,18,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,A,20,20,0,100,IndivCross,1,NorthxNorth
3095,19,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,A,20,20,0,100,IndivCross,1,NorthxNorth
3096,20,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,A,20,20,0,100,IndivCross,1,NorthxNorth
3097,1,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,B,20,20,0,100,IndivCross,1,NorthxNorth
3098,2,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,B,20,20,0,100,IndivCross,1,NorthxNorth
3099,3,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,B,20,20,0,100,IndivCross,1,NorthxNorth
3100,4,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,B,20,20,0,100,IndivCross,1,NorthxNorth
3101,5,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,B,20,20,0,100,IndivCross,1,NorthxNorth
3102,6,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,B,20,20,0,100,IndivCross,1,NorthxNorth
3103,7,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,B,20,20,0,100,IndivCross,1,NorthxNorth
3104,8,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,B,20,20,0,100,IndivCross,1,NorthxNorth
3105,9,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,B,20,20,0,100,IndivCross,1,NorthxNorth
3106,10,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,B,20,20,0,100,IndivCross,1,NorthxNorth
3107,11,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,B,20,20,0,100,IndivCross,1,NorthxNorth
3108,12,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,B,20,20,0,100,IndivCross,1,NorthxNorth
3109,13,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,B,20,20,0,100,IndivCross,1,NorthxNorth
3110,14,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,B,20,20,0,100,IndivCross,1,NorthxNorth
3111,15,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,B,20,20,0,100,IndivCross,1,NorthxNorth
3112,16,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,B,20,20,0,100,IndivCross,1,NorthxNorth
3113,17,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,B,20,20,0,100,IndivCross,1,NorthxNorth
3114,18,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,B,20,20,0,100,IndivCross,1,NorthxNorth
3115,19,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,B,20,20,0,100,IndivCross,1,NorthxNorth
3116,20,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,B,20,20,0,100,IndivCross,1,NorthxNorth
3117,1,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,C,19,19,0,100,IndivCross,1,NorthxNorth
3118,2,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,C,19,19,0,100,IndivCross,1,NorthxNorth
3119,3,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,C,19,19,0,100,IndivCross,1,NorthxNorth
3120,4,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,C,19,19,0,100,IndivCross,1,NorthxNorth
3121,5,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,C,19,19,0,100,IndivCross,1,NorthxNorth
3122,6,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,C,19,19,0,100,IndivCross,1,NorthxNorth
3123,7,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,C,19,19,0,100,IndivCross,1,NorthxNorth
3124,8,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,C,19,19,0,100,IndivCross,1,NorthxNorth
3125,9,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,C,19,19,0,100,IndivCross,1,NorthxNorth
3126,10,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,C,19,19,0,100,IndivCross,1,NorthxNorth
3127,11,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,C,19,19,0,100,IndivCross,1,NorthxNorth
3128,12,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,C,19,19,0,100,IndivCross,1,NorthxNorth
3129,13,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,C,19,19,0,100,IndivCross,1,NorthxNorth
3130,14,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,C,19,19,0,100,IndivCross,1,NorthxNorth
3131,15,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,C,19,19,0,100,IndivCross,1,NorthxNorth
3132,16,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,C,19,19,0,100,IndivCross,1,NorthxNorth
3133,17,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,C,19,19,0,100,IndivCross,1,NorthxNorth
3134,18,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,C,19,19,0,100,IndivCross,1,NorthxNorth
3135,19,2,17.12.20,2020,10:00,Ambient,27.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,5,C,19,19,0,100,IndivCross,1,NorthxNorth
3136,1,2,17.12.20,2020,10:00,Hot,35.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,2,A,15,0,15,0,IndivCross,0,NorthxNorth
3137,2,2,17.12.20,2020,10:00,Hot,35.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,2,A,15,0,15,0,IndivCross,0,NorthxNorth
3138,3,2,17.12.20,2020,10:00,Hot,35.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,2,A,15,0,15,0,IndivCross,0,NorthxNorth
3139,4,2,17.12.20,2020,10:00,Hot,35.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,2,A,15,0,15,0,IndivCross,0,NorthxNorth
3140,5,2,17.12.20,2020,10:00,Hot,35.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,2,A,15,0,15,0,IndivCross,0,NorthxNorth
3141,6,2,17.12.20,2020,10:00,Hot,35.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,2,A,15,0,15,0,IndivCross,0,NorthxNorth
3142,7,2,17.12.20,2020,10:00,Hot,35.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,2,A,15,0,15,0,IndivCross,0,NorthxNorth
3143,8,2,17.12.20,2020,10:00,Hot,35.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,2,A,15,0,15,0,IndivCross,0,NorthxNorth
3144,9,2,17.12.20,2020,10:00,Hot,35.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,2,A,15,0,15,0,IndivCross,0,NorthxNorth
3145,10,2,17.12.20,2020,10:00,Hot,35.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,2,A,15,0,15,0,IndivCross,0,NorthxNorth
3146,11,2,17.12.20,2020,10:00,Hot,35.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,2,A,15,0,15,0,IndivCross,0,NorthxNorth
3147,12,2,17.12.20,2020,10:00,Hot,35.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,2,A,15,0,15,0,IndivCross,0,NorthxNorth
3148,13,2,17.12.20,2020,10:00,Hot,35.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,2,A,15,0,15,0,IndivCross,0,NorthxNorth
3149,14,2,17.12.20,2020,10:00,Hot,35.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,2,A,15,0,15,0,IndivCross,0,NorthxNorth
3150,15,2,17.12.20,2020,10:00,Hot,35.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,2,A,15,0,15,0,IndivCross,0,NorthxNorth
3151,1,2,17.12.20,2020,10:00,Hot,35.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,2,B,16,0,16,0,IndivCross,0,NorthxNorth
3152,2,2,17.12.20,2020,10:00,Hot,35.5C,69,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,Switzer4,Switzer4,Switzer7,A.ten,2,B,16,0,16,0,IndivCross,0,NorthxNorth
