,Tank,Temperature,Stick,Position,Population,Species,Genotype,Frag.rep,Frag.id,Timepoint,Survival,Bleaching_D,TissueArea_cm2,PAM,ImageID,FragID,Reef,UniqueCoralID,Temp
1,1,Ambient,1,1,Davies,Tenuis,Ten.Dav.6,1,Ten.Dav.6.1,3,1,6,3.847,NA,NA,NA,NA,NA,NA
2,1,Ambient,1,2,Davies,Tenuis,Ten.Dav.D1,1,Ten.Dav.D1.1,3,1,6,4.573,NA,NA,NA,NA,NA,NA
3,1,Ambient,1,4,Palms,Tenuis,Ten.Pal.6,1,Ten.Pal.6.1,3,0,NA,NA,NA,NA,NA,NA,NA,NA
4,1,Ambient,1,5,Jewell,Tenuis,Ten.Jew.7,1,Ten.Jew.7.1,3,1,5,2.747,NA,NA,NA,NA,NA,NA
5,1,Ambient,1,8,Davies,Tenuis,Ten.Dav.1,1,Ten.Dav.1.1,3,1,5,3.546,NA,NA,NA,NA,NA,NA
6,1,Ambient,1,9,Davies,Tenuis,Ten.Dav.12,1,Ten.Dav.12.1,3,1,6,2.08,NA,NA,NA,NA,NA,NA
7,1,Ambient,1,11,Davies,Tenuis,Ten.Dav.12,13,Ten.Dav.12.13,3,1,5,4.231,NA,NA,NA,NA,NA,NA
8,1,Ambient,2,1,Palms,Tenuis,Ten.Pal.1,1,Ten.Pal.1.1,3,1,6,4.489,NA,NA,NA,NA,NA,NA
9,1,Ambient,2,4,Parke,Tenuis,Ten.Par.5,1,Ten.Par.5.1,3,1,5,5.153,NA,NA,NA,NA,NA,NA
10,1,Ambient,2,6,Davies,Tenuis,Ten.Dav.1,2,Ten.Dav.1.2,3,1,5,2.512,NA,NA,NA,NA,NA,NA
11,1,Ambient,2,7,Davies,Tenuis,Ten.Dav.9,1,Ten.Dav.9.1,3,1,5,2.859,NA,NA,NA,NA,NA,NA
12,1,Ambient,3,2,Parke,Tenuis,Ten.Par.5,2,Ten.Par.5.2,3,1,3,3.404,NA,NA,NA,NA,NA,NA
13,1,Ambient,3,5,Parke,Tenuis,Ten.Par.2,21,Ten.Par.2.21,3,1,3,3.603,NA,NA,NA,NA,NA,NA
14,1,Ambient,3,6,Palms,Tenuis,Ten.Pal.1,2,Ten.Pal.1.2,3,1,6,2.5,NA,NA,NA,NA,NA,NA
15,1,Ambient,3,7,Davies,Tenuis,Ten.Dav.13,1,Ten.Dav.13.1,3,1,5,2.425,NA,NA,NA,NA,NA,NA
16,1,Ambient,3,9,Palms,Tenuis,Ten.Pal.6,2,Ten.Pal.6.2,3,0,NA,NA,NA,NA,NA,NA,NA,NA
17,1,Ambient,3,11,Davies,Tenuis,Ten.Dav.10,1,Ten.Dav.10.1,3,1,5,3.799,NA,NA,NA,NA,NA,NA
18,1,Ambient,4,1,Jewell,Tenuis,Ten.Jew.6,1,Ten.Jew.6.1,3,1,4,4.958,NA,NA,NA,NA,NA,NA
19,1,Ambient,4,4,Davies,Tenuis,Ten.Dav.9,2,Ten.Dav.9.2,3,1,5,5.194,NA,NA,NA,NA,NA,NA
20,1,Ambient,4,8,Jewell,Tenuis,Ten.Jew.6,2,Ten.Jew.6.2,3,1,4,2.885,NA,NA,NA,NA,NA,NA
21,1,Ambient,5,2,Parke,Tenuis,Ten.Par.2,1,Ten.Par.2.1,3,1,2,1.943,NA,NA,NA,NA,NA,NA
22,1,Ambient,5,10,Davies,Tenuis,Ten.Dav.10,2,Ten.Dav.10.2,3,1,5,5.316,NA,NA,NA,NA,NA,NA
23,1,Ambient,6,2,Davies,Tenuis,Ten.Dav.D1,2,Ten.Dav.D1.2,3,1,6,4.447,NA,NA,NA,NA,NA,NA
24,1,Ambient,6,3,Jewell,Tenuis,Ten.Jew.7,20,Ten.Jew.7.20,3,1,6,2.567,NA,NA,NA,NA,NA,NA
25,1,Ambient,6,6,Davies,Tenuis,Ten.Dav.8,1,Ten.Dav.8.1,3,0,NA,NA,NA,NA,NA,NA,NA,NA
26,1,Ambient,6,8,Palms,Tenuis,Ten.Pal.3,1,Ten.Pal.3.1,3,1,5,3.227,NA,NA,NA,NA,NA,NA
27,2,Ambient,1,2,Davies,Tenuis,Ten.Dav.10,3,Ten.Dav.10.3,3,1,5,2.968,NA,NA,NA,NA,NA,NA
28,2,Ambient,1,8,Davies,Tenuis,Ten.Dav.9,3,Ten.Dav.9.3,3,1,5,2.611,NA,NA,NA,NA,NA,NA
29,2,Ambient,1,11,Parke,Tenuis,Ten.Par.2,2,Ten.Par.2.2,3,1,2,2.754,NA,NA,NA,NA,NA,NA
30,2,Ambient,2,4,Davies,Tenuis,Ten.Dav.6,2,Ten.Dav.6.2,3,1,6,4.954,NA,NA,NA,NA,NA,NA
31,2,Ambient,2,5,Parke,Tenuis,Ten.Par.5,3,Ten.Par.5.3,3,1,4,4.424,NA,NA,NA,NA,NA,NA
32,2,Ambient,2,6,Davies,Tenuis,Ten.Dav.13,2,Ten.Dav.13.2,3,1,5,2.468,NA,NA,NA,NA,NA,NA
33,2,Ambient,2,8,Davies,Tenuis,Ten.Dav.1,3,Ten.Dav.1.3,3,1,5,2.649,NA,NA,NA,NA,NA,NA
34,2,Ambient,2,9,Davies,Tenuis,Ten.Dav.9,4,Ten.Dav.9.4,3,1,5,1.704,NA,NA,NA,NA,NA,NA
35,2,Ambient,2,10,Davies,Tenuis,Ten.Dav.12,16,Ten.Dav.12.16,3,1,4,2.468,NA,NA,NA,NA,NA,NA
36,2,Ambient,2,11,Jewell,Tenuis,Ten.Jew.5,2,Ten.Jew.5.2,3,1,4,5.255,NA,NA,NA,NA,NA,NA
37,2,Ambient,3,1,Jewell,Tenuis,Ten.Jew.5,3,Ten.Jew.5.3,3,1,4,4.135,NA,NA,NA,NA,NA,NA
38,2,Ambient,3,10,Palms,Tenuis,Ten.Pal.1,3,Ten.Pal.1.3,3,1,6,2.709,NA,NA,NA,NA,NA,NA
39,2,Ambient,4,1,Parke,Tenuis,Ten.Par.5,4,Ten.Par.5.4,3,1,4,6.403,NA,NA,NA,NA,NA,NA
40,2,Ambient,4,3,Palms,Tenuis,Ten.Pal.1,4,Ten.Pal.1.4,3,1,6,3.815,NA,NA,NA,NA,NA,NA
41,2,Ambient,4,5,Davies,Tenuis,Ten.Dav.10,4,Ten.Dav.10.4,3,1,4,2.43,NA,NA,NA,NA,NA,NA
42,2,Ambient,4,6,Palms,Tenuis,Ten.Pal.3,2,Ten.Pal.3.2,3,1,4,2.719,NA,NA,NA,NA,NA,NA
43,2,Ambient,4,8,Jewell,Tenuis,Ten.Jew.6,3,Ten.Jew.6.3,3,1,4,4.836,NA,NA,NA,NA,NA,NA
44,2,Ambient,4,9,Jewell,Tenuis,Ten.Jew.7,2,Ten.Jew.7.2,3,1,5,3.325,NA,NA,NA,NA,NA,NA
45,2,Ambient,4,11,Davies,Tenuis,Ten.Dav.8,2,Ten.Dav.8.2,3,0,NA,NA,NA,NA,NA,NA,NA,NA
46,2,Ambient,5,5,Davies,Tenuis,Ten.Dav.D1,3,Ten.Dav.D1.3,3,1,6,3.317,NA,NA,NA,NA,NA,NA
47,2,Ambient,5,7,Palms,Tenuis,Ten.Pal.6,3,Ten.Pal.6.3,3,0,NA,NA,NA,NA,NA,NA,NA,NA
48,2,Ambient,5,10,Davies,Tenuis,Ten.Dav.6,3,Ten.Dav.6.3,3,1,6,3.707,NA,NA,NA,NA,NA,NA
49,2,Ambient,6,2,Jewell,Tenuis,Ten.Jew.7,3,Ten.Jew.7.3,3,1,4,3.754,NA,NA,NA,NA,NA,NA
50,2,Ambient,6,3,Jewell,Tenuis,Ten.Jew.6,4,Ten.Jew.6.4,3,1,4,4.578,NA,NA,NA,NA,NA,NA
51,2,Ambient,6,5,Davies,Tenuis,Ten.Dav.1,4,Ten.Dav.1.4,3,1,5,2.835,NA,NA,NA,NA,NA,NA
52,2,Ambient,6,7,Palms,Tenuis,Ten.Pal.3,3,Ten.Pal.3.3,3,1,5,2.369,NA,NA,NA,NA,NA,NA
53,2,Ambient,6,9,Davies,Tenuis,Ten.Dav.12,2,Ten.Dav.12.2,3,1,5,2.851,NA,NA,NA,NA,NA,NA
54,3,Ambient,1,4,Palms,Tenuis,Ten.Pal.3,4,Ten.Pal.3.4,3,1,5,2.134,NA,NA,NA,NA,NA,NA
55,3,Ambient,1,8,Davies,Tenuis,Ten.Dav.9,5,Ten.Dav.9.5,3,1,6,4.163,NA,NA,NA,NA,NA,NA
56,3,Ambient,2,2,Parke,Tenuis,Ten.Par.2,3,Ten.Par.2.3,3,1,4,4.627,NA,NA,NA,NA,NA,NA
57,3,Ambient,2,3,Davies,Tenuis,Ten.Dav.6,4,Ten.Dav.6.4,3,1,3,2.669,NA,NA,NA,NA,NA,NA
58,3,Ambient,2,5,Jewell,Tenuis,Ten.Jew.5,4,Ten.Jew.5.4,3,1,5,3.352,NA,NA,NA,NA,NA,NA
59,3,Ambient,2,8,Jewell,Tenuis,Ten.Jew.6,5,Ten.Jew.6.5,3,1,4,NA,NA,NA,NA,NA,NA,NA
60,3,Ambient,3,2,Davies,Tenuis,Ten.Dav.13,3,Ten.Dav.13.3,3,1,6,5.281,NA,NA,NA,NA,NA,NA
61,3,Ambient,3,3,Jewell,Tenuis,Ten.Jew.7,4,Ten.Jew.7.4,3,1,5,4.864,NA,NA,NA,NA,NA,NA
62,3,Ambient,3,4,Parke,Tenuis,Ten.Par.5,5,Ten.Par.5.5,3,1,5,4.432,NA,NA,NA,NA,NA,NA
63,3,Ambient,3,6,Jewell,Tenuis,Ten.Jew.5,5,Ten.Jew.5.5,3,1,4,5.56,NA,NA,NA,NA,NA,NA
64,3,Ambient,3,7,Parke,Tenuis,Ten.Par.5,6,Ten.Par.5.6,3,1,4,3.835,NA,NA,NA,NA,NA,NA
65,3,Ambient,3,8,Davies,Tenuis,Ten.Dav.12,13,Ten.Dav.12.13,3,1,6,5.867,NA,NA,NA,NA,NA,NA
66,3,Ambient,4,1,Davies,Tenuis,Ten.Dav.1,5,Ten.Dav.1.5,3,1,6,5.196,NA,NA,NA,NA,NA,NA
67,3,Ambient,4,3,Palms,Tenuis,Ten.Pal.1,5,Ten.Pal.1.5,3,1,6,4.445,NA,NA,NA,NA,NA,NA
68,3,Ambient,4,10,Jewell,Tenuis,Ten.Jew.6,6,Ten.Jew.6.6,3,1,4,5.548,NA,NA,NA,NA,NA,NA
69,3,Ambient,5,3,Davies,Tenuis,Ten.Dav.12,3,Ten.Dav.12.3,3,1,6,5.067,NA,NA,NA,NA,NA,NA
70,3,Ambient,5,5,Davies,Tenuis,Ten.Dav.6,5,Ten.Dav.6.5,3,1,6,5.522,NA,NA,NA,NA,NA,NA
71,3,Ambient,5,8,Davies,Tenuis,Ten.Dav.D1,4,Ten.Dav.D1.4,3,1,5,4.619,NA,NA,NA,NA,NA,NA
72,3,Ambient,5,9,Jewell,Tenuis,Ten.Jew.7,5,Ten.Jew.7.5,3,1,4,7.156,NA,NA,NA,NA,NA,NA
73,3,Ambient,5,11,Davies,Tenuis,Ten.Dav.1,6,Ten.Dav.1.6,3,1,4,3.26,NA,NA,NA,NA,NA,NA
74,3,Ambient,6,1,Davies,Tenuis,Ten.Dav.10,5,Ten.Dav.10.5,3,1,5,2.867,NA,NA,NA,NA,NA,NA
75,3,Ambient,6,2,Davies,Tenuis,Ten.Dav.13,4,Ten.Dav.13.4,3,1,6,3.452,NA,NA,NA,NA,NA,NA
76,3,Ambient,6,5,Parke,Tenuis,Ten.Par.2,4,Ten.Par.2.4,3,1,2,3.569,NA,NA,NA,NA,NA,NA
77,3,Ambient,6,7,Palms,Tenuis,Ten.Pal.1,6,Ten.Pal.1.6,3,1,5,3.971,NA,NA,NA,NA,NA,NA
78,4,Ambient,1,1,Davies,Tenuis,Ten.Dav.13,5,Ten.Dav.13.5,3,1,6,NA,NA,NA,NA,NA,NA,NA
79,4,Ambient,1,3,Davies,Tenuis,Ten.Dav.12,4,Ten.Dav.12.4,3,1,5,NA,NA,NA,NA,NA,NA,NA
80,4,Ambient,1,5,Davies,Tenuis,Ten.Dav.1,7,Ten.Dav.1.7,3,1,5,NA,NA,NA,NA,NA,NA,NA
81,4,Ambient,1,7,Davies,Tenuis,Ten.Dav.1,8,Ten.Dav.1.8,3,1,6,NA,NA,NA,NA,NA,NA,NA
82,4,Ambient,1,11,Davies,Tenuis,Ten.Dav.10,6,Ten.Dav.10.6,3,1,4,NA,NA,NA,NA,NA,NA,NA
83,4,Ambient,2,1,Jewell,Tenuis,Ten.Jew.5,6,Ten.Jew.5.6,3,1,3,3.357,NA,NA,NA,NA,NA,NA
84,4,Ambient,2,9,Jewell,Tenuis,Ten.Jew.6,7,Ten.Jew.6.7,3,1,4,4.167,NA,NA,NA,NA,NA,NA
85,4,Ambient,3,1,Palms,Tenuis,Ten.Pal.1,7,Ten.Pal.1.7,3,1,5,4.549,NA,NA,NA,NA,NA,NA
86,4,Ambient,3,2,Davies,Tenuis,Ten.Dav.6,6,Ten.Dav.6.6,3,1,6,6.742,NA,NA,NA,NA,NA,NA
87,4,Ambient,3,9,Parke,Tenuis,Ten.Par.5,7,Ten.Par.5.7,3,1,4,2.477,NA,NA,NA,NA,NA,NA
88,4,Ambient,4,1,Palms,Tenuis,Ten.Pal.1,8,Ten.Pal.1.8,3,1,6,3.311,NA,NA,NA,NA,NA,NA
89,4,Ambient,4,3,Parke,Tenuis,Ten.Par.2,5,Ten.Par.2.5,3,1,2,4.829,NA,NA,NA,NA,NA,NA
90,4,Ambient,4,4,Parke,Tenuis,Ten.Par.2,6,Ten.Par.2.6,3,1,1,4.355,NA,NA,NA,NA,NA,NA
91,4,Ambient,4,6,Davies,Tenuis,Ten.Dav.D1,5,Ten.Dav.D1.5,3,1,5,2.368,NA,NA,NA,NA,NA,NA
92,4,Ambient,4,7,Davies,Tenuis,Ten.Dav.12,17,Ten.Dav.12.17,3,1,5,2.268,NA,NA,NA,NA,NA,NA
93,4,Ambient,4,8,Palms,Tenuis,Ten.Pal.3,5,Ten.Pal.3.5,3,1,4,2.029,NA,NA,NA,NA,NA,NA
94,4,Ambient,4,9,Jewell,Tenuis,Ten.Jew.7,6,Ten.Jew.7.6,3,1,6,1.917,NA,NA,NA,NA,NA,NA
95,4,Ambient,4,10,Jewell,Tenuis,Ten.Jew.5,7,Ten.Jew.5.7,3,1,5,3.107,NA,NA,NA,NA,NA,NA
96,4,Ambient,5,1,Davies,Tenuis,Ten.Dav.6,7,Ten.Dav.6.7,3,1,5,3.299,NA,NA,NA,NA,NA,NA
97,4,Ambient,5,4,Davies,Tenuis,Ten.Dav.9,6,Ten.Dav.9.6,3,1,5,2.735,NA,NA,NA,NA,NA,NA
98,4,Ambient,5,5,Jewell,Tenuis,Ten.Jew.6,8,Ten.Jew.6.8,3,1,4,5.012,NA,NA,NA,NA,NA,NA
99,4,Ambient,5,9,Davies,Tenuis,Ten.Dav.10,7,Ten.Dav.10.7,3,1,6,2.863,NA,NA,NA,NA,NA,NA
100,4,Ambient,5,10,Jewell,Tenuis,Ten.Jew.7,7,Ten.Jew.7.7,3,1,5,4.134,NA,NA,NA,NA,NA,NA
101,4,Ambient,6,2,Davies,Tenuis,Ten.Dav.13,6,Ten.Dav.13.6,3,1,5,3.966,NA,NA,NA,NA,NA,NA
102,4,Ambient,6,3,Parke,Tenuis,Ten.Par.5,8,Ten.Par.5.8,3,1,5,3.696,NA,NA,NA,NA,NA,NA
103,4,Ambient,6,7,Davies,Tenuis,Ten.Dav.9,7,Ten.Dav.9.7,3,1,5,1.894,NA,NA,NA,NA,NA,NA
104,5,Ambient,1,2,Parke,Tenuis,Ten.Par.5,9,Ten.Par.5.9,3,1,3,2.84,NA,NA,NA,NA,NA,NA
105,5,Ambient,1,4,Davies,Tenuis,Ten.Dav.13,7,Ten.Dav.13.7,3,1,4,2.715,NA,NA,NA,NA,NA,NA
106,5,Ambient,1,8,Davies,Tenuis,Ten.Dav.9,8,Ten.Dav.9.8,3,1,4,2.93,NA,NA,NA,NA,NA,NA
107,5,Ambient,1,9,Davies,Tenuis,Ten.Dav.D1,6,Ten.Dav.D1.6,3,1,6,6.233,NA,NA,NA,NA,NA,NA
108,5,Ambient,1,11,Parke,Tenuis,Ten.Par.2,7,Ten.Par.2.7,3,1,1,2.49,NA,NA,NA,NA,NA,NA
109,5,Ambient,2,3,Palms,Tenuis,Ten.Pal.6,9,Ten.Pal.6.9,3,0,NA,NA,NA,NA,NA,NA,NA,NA
110,5,Ambient,2,11,Palms,Tenuis,Ten.Pal.1,9,Ten.Pal.1.9,3,1,5,4.004,NA,NA,NA,NA,NA,NA
111,5,Ambient,3,2,Jewell,Tenuis,Ten.Jew.5,8,Ten.Jew.5.8,3,1,5,3.393,NA,NA,NA,NA,NA,NA
112,5,Ambient,3,3,Parke,Tenuis,Ten.Par.2,8,Ten.Par.2.8,3,1,3,6.385,NA,NA,NA,NA,NA,NA
113,5,Ambient,3,5,Davies,Tenuis,Ten.Dav.13,8,Ten.Dav.13.8,3,1,5,2.507,NA,NA,NA,NA,NA,NA
114,5,Ambient,3,6,Jewell,Tenuis,Ten.Jew.7,8,Ten.Jew.7.8,3,1,5,3.625,NA,NA,NA,NA,NA,NA
115,5,Ambient,3,9,Parke,Tenuis,Ten.Par.5,21,Ten.Par.5.21,3,1,5,4.747,NA,NA,NA,NA,NA,NA
116,6,Ambient,1,2,Palms,Tenuis,Ten.Pal.3,7,Ten.Pal.3.7,3,1,5,2.221,NA,NA,NA,NA,NA,NA
117,6,Ambient,1,4,Davies,Tenuis,Ten.Dav.9,9,Ten.Dav.9.9,3,1,5,3.77,NA,NA,NA,NA,NA,NA
118,6,Ambient,1,7,Davies,Tenuis,Ten.Dav.8,9,Ten.Dav.8.9,3,1,5,4.404,NA,NA,NA,NA,NA,NA
119,6,Ambient,1,8,Davies,Tenuis,Ten.Dav.1,10,Ten.Dav.1.10,3,1,6,3.944,NA,NA,NA,NA,NA,NA
120,6,Ambient,2,11,Parke,Tenuis,Ten.Par.2,9,Ten.Par.2.9,3,1,2,7.137,NA,NA,NA,NA,NA,NA
121,6,Ambient,3,2,Davies,Tenuis,Ten.Dav.10,9,Ten.Dav.10.9,3,1,5,2.373,NA,NA,NA,NA,NA,NA
122,6,Ambient,3,6,Davies,Tenuis,Ten.Dav.6,10,Ten.Dav.6.10,3,1,6,3.672,NA,NA,NA,NA,NA,NA
123,6,Ambient,3,8,Parke,Tenuis,Ten.Par.2,10,Ten.Par.2.10,3,1,4,4.607,NA,NA,NA,NA,NA,NA
124,6,Ambient,3,10,Jewell,Tenuis,Ten.Jew.6,10,Ten.Jew.6.10,3,1,4,2.846,NA,NA,NA,NA,NA,NA
125,6,Ambient,4,1,Davies,Tenuis,Ten.Dav.D1,8,Ten.Dav.D1.8,3,1,5,2.704,NA,NA,NA,NA,NA,NA
126,6,Ambient,4,4,Davies,Tenuis,Ten.Dav.13,9,Ten.Dav.13.9,3,1,5,3.957,NA,NA,NA,NA,NA,NA
127,6,Ambient,4,9,Palms,Tenuis,Ten.Pal.3,8,Ten.Pal.3.8,3,1,4,1.639,NA,NA,NA,NA,NA,NA
128,6,Ambient,4,10,Davies,Tenuis,Ten.Dav.D1,9,Ten.Dav.D1.9,3,1,6,2.87,NA,NA,NA,NA,NA,NA
129,6,Ambient,4,11,Davies,Tenuis,Ten.Dav.12,6,Ten.Dav.12.6,3,1,5,3.277,NA,NA,NA,NA,NA,NA
130,6,Ambient,5,5,Davies,Tenuis,Ten.Dav.10,10,Ten.Dav.10.10,3,1,5,4.412,NA,NA,NA,NA,NA,NA
131,6,Ambient,5,7,Jewell,Tenuis,Ten.Jew.6,21,Ten.Jew.6.21,3,1,4,1.948,NA,NA,NA,NA,NA,NA
132,6,Ambient,5,8,Parke,Tenuis,Ten.Par.5,10,Ten.Par.5.10,3,0,NA,NA,NA,NA,NA,NA,NA,NA
133,6,Ambient,5,9,Palms,Tenuis,Ten.Pal.1,10,Ten.Pal.1.10,3,1,6,3.874,NA,NA,NA,NA,NA,NA
134,6,Ambient,5,10,Jewell,Tenuis,Ten.Jew.7,10,Ten.Jew.7.10,3,1,5,2.43,NA,NA,NA,NA,NA,NA
135,6,Ambient,6,9,Davies,Tenuis,Ten.Dav.9,10,Ten.Dav.9.10,3,1,5,2.746,NA,NA,NA,NA,NA,NA
136,6,Ambient,6,10,Jewell,Tenuis,Ten.Jew.5,10,Ten.Jew.5.10,3,1,5,4.376,NA,NA,NA,NA,NA,NA
137,6,Ambient,6,11,Davies,Tenuis,Ten.Dav.13,10,Ten.Dav.13.10,3,1,6,5.502,NA,NA,NA,NA,NA,NA
138,7,Hot,1,1,Davies,Tenuis,Ten.Dav.D1,10,Ten.Dav.D1.10,3,1,2,3.866,NA,NA,NA,NA,NA,NA
139,7,Hot,1,4,Jewell,Tenuis,Ten.Jew.5,11,Ten.Jew.5.11,3,0,NA,NA,NA,NA,NA,NA,NA,NA
140,7,Hot,1,5,Davies,Tenuis,Ten.Dav.12,14,Ten.Dav.12.14,3,0,NA,NA,NA,NA,NA,NA,NA,NA
141,7,Hot,1,7,Davies,Tenuis,Ten.Dav.13,11,Ten.Dav.13.11,3,1,2,3.005,NA,NA,NA,NA,NA,NA
142,7,Hot,2,2,Parke,Tenuis,Ten.Par.2,11,Ten.Par.2.11,3,1,3,4.453,NA,NA,NA,NA,NA,NA
143,7,Hot,2,8,Palms,Tenuis,Ten.Pal.3,9,Ten.Pal.3.9,3,1,3,2.796,NA,NA,NA,NA,NA,NA
144,7,Hot,2,10,Jewell,Tenuis,Ten.Jew.6,11,Ten.Jew.6.11,3,1,4,4.987,NA,NA,NA,NA,NA,NA
145,7,Hot,3,1,Palms,Tenuis,Ten.Pal.1,11,Ten.Pal.1.11,3,1,5,2.826,NA,NA,NA,NA,NA,NA
146,7,Hot,3,2,Jewell,Tenuis,Ten.Jew.7,11,Ten.Jew.7.11,3,1,5,4.23,NA,NA,NA,NA,NA,NA
147,7,Hot,3,4,Davies,Tenuis,Ten.Dav.6,11,Ten.Dav.6.11,3,1,5,2.371,NA,NA,NA,NA,NA,NA
148,7,Hot,3,5,Jewell,Tenuis,Ten.Jew.5,12,Ten.Jew.5.12,3,0,NA,NA,NA,NA,NA,NA,NA,NA
149,7,Hot,3,7,Jewell,Tenuis,Ten.Jew.7,12,Ten.Jew.7.12,3,1,4,2.699,NA,NA,NA,NA,NA,NA
150,7,Hot,4,1,Parke,Tenuis,Ten.Par.5,11,Ten.Par.5.11,3,1,4,3.446,NA,NA,NA,NA,NA,NA
151,7,Hot,4,4,Palms,Tenuis,Ten.Pal.1,12,Ten.Pal.1.12,3,1,5,2.858,NA,NA,NA,NA,NA,NA
152,7,Hot,4,5,Davies,Tenuis,Ten.Dav.10,11,Ten.Dav.10.11,3,1,1,4.354,NA,NA,NA,NA,NA,NA
153,7,Hot,4,7,Parke,Tenuis,Ten.Par.5,12,Ten.Par.5.12,3,1,5,3.56,NA,NA,NA,NA,NA,NA
154,7,Hot,4,8,Davies,Tenuis,Ten.Dav.D1,11,Ten.Dav.D1.11,3,0,NA,NA,NA,NA,NA,NA,NA,NA
155,7,Hot,4,11,Davies,Tenuis,Ten.Dav.12,7,Ten.Dav.12.7,3,0,NA,NA,NA,NA,NA,NA,NA,NA
156,7,Hot,5,9,Davies,Tenuis,Ten.Dav.1,11,Ten.Dav.1.11,3,1,5,4.457,NA,NA,NA,NA,NA,NA
157,7,Hot,5,10,Jewell,Tenuis,Ten.Jew.6,12,Ten.Jew.6.12,3,0,NA,NA,NA,NA,NA,NA,NA,NA
158,7,Hot,6,4,Davies,Tenuis,Ten.Dav.10,12,Ten.Dav.10.12,3,1,1,2.092,NA,NA,NA,NA,NA,NA
159,7,Hot,6,5,Davies,Tenuis,Ten.Dav.1,12,Ten.Dav.1.12,3,1,4,2.925,NA,NA,NA,NA,NA,NA
160,7,Hot,6,6,Parke,Tenuis,Ten.Par.2,22,Ten.Par.2.22,3,1,2,4.86,NA,NA,NA,NA,NA,NA
161,7,Hot,6,8,Davies,Tenuis,Ten.Dav.9,11,Ten.Dav.9.11,3,1,5,3.691,NA,NA,NA,NA,NA,NA
162,7,Hot,6,9,Davies,Tenuis,Ten.Dav.9,12,Ten.Dav.9.12,3,1,5,2.85,NA,NA,NA,NA,NA,NA
163,9,Hot,1,1,Davies,Tenuis,Ten.Dav.12,9,Ten.Dav.12.9,3,0,NA,NA,NA,NA,NA,NA,NA,NA
164,9,Hot,1,2,Jewell,Tenuis,Ten.Jew.6,15,Ten.Jew.6.15,3,1,4,4.774,NA,NA,NA,NA,NA,NA
165,9,Hot,1,6,Davies,Tenuis,Ten.Dav.13,13,Ten.Dav.13.13,3,1,2,4.757,NA,NA,NA,NA,NA,NA
166,9,Hot,1,7,Parke,Tenuis,Ten.Par.2,13,Ten.Par.2.13,3,1,2,2.398,NA,NA,NA,NA,NA,NA
167,9,Hot,1,8,Davies,Tenuis,Ten.Dav.6,14,Ten.Dav.6.14,3,1,4,1.991,NA,NA,NA,NA,NA,NA
168,9,Hot,1,9,Davies,Tenuis,Ten.Dav.9,15,Ten.Dav.9.15,3,1,4,2.712,NA,NA,NA,NA,NA,NA
169,9,Hot,2,3,Jewell,Tenuis,Ten.Jew.5,15,Ten.Jew.5.15,3,0,NA,NA,NA,NA,NA,NA,NA,NA
170,9,Hot,2,7,Davies,Tenuis,Ten.Dav.D1,13,Ten.Dav.D1.13,3,1,1,1.712,NA,NA,NA,NA,NA,NA
171,9,Hot,3,3,Davies,Tenuis,Ten.Dav.1,15,Ten.Dav.1.15,3,1,4,3.13,NA,NA,NA,NA,NA,NA
172,9,Hot,3,5,Davies,Tenuis,Ten.Dav.13,14,Ten.Dav.13.14,3,1,2,5.025,NA,NA,NA,NA,NA,NA
173,9,Hot,3,6,Parke,Tenuis,Ten.Par.5,15,Ten.Par.5.15,3,1,4,5.337,NA,NA,NA,NA,NA,NA
174,9,Hot,3,9,Jewell,Tenuis,Ten.Jew.5,16,Ten.Jew.5.16,3,0,NA,NA,NA,NA,NA,NA,NA,NA
175,9,Hot,3,10,Palms,Tenuis,Ten.Pal.3,12,Ten.Pal.3.12,3,1,4,2.107,NA,NA,NA,NA,NA,NA
176,9,Hot,4,2,Davies,Tenuis,Ten.Dav.12,19,Ten.Dav.12.19,3,0,NA,NA,NA,NA,NA,NA,NA,NA
177,9,Hot,4,3,Davies,Tenuis,Ten.Dav.D1,14,Ten.Dav.D1.14,3,1,3,2.088,NA,NA,NA,NA,NA,NA
