,Tank,Temperature,Stick,Position,Population,Species,Genotype,Frag.rep,Frag.id,Timepoint,Survival,Bleaching_D,TissueArea_cm2,PAM,ImageID,FragID,Reef,UniqueCoralID,Temp
532,AC5,Ambient,1,10,Davies,A. hyacinthus,Davies18,NA,NA,T5,1,NA,NA,NA,_1111899,AhyaDavies18,Davies,AC5_1_10,Ambient
533,AC5,Ambient,1,11,Davies,A. hyacinthus,Davies12,NA,NA,T5,1,NA,NA,NA,_1111899,AhyaDavies12,Davies,AC5_1_11,Ambient
534,AC5,Ambient,3,1,Palms,A. hyacinthus,Palms3,NA,NA,T5,1,NA,NA,NA,_1111902,AhyaPalms3,Palms,AC5_3_1,Ambient
535,AC5,Ambient,3,2,Martin,A. hyacinthus,Martin11,NA,NA,T5,1,NA,NA,NA,_1111902,AhyaMartin11,Martin,AC5_3_2,Ambient
536,AC5,Ambient,3,3,Arlington,A. hyacinthus,Arlington1,NA,NA,T5,1,NA,NA,NA,_1111902,AhyaArlington1,Arlington,AC5_3_3,Ambient
537,AC5,Ambient,3,5,Arlington,A. hyacinthus,Arlington6,NA,NA,T5,1,NA,NA,NA,_1111902,AhyaArlington6,Arlington,AC5_3_5,Ambient
538,AC5,Ambient,3,6,Davies,A. hyacinthus,Davies9,NA,NA,T5,1,NA,NA,NA,_1111902,AhyaDavies9,Davies,AC5_3_6,Ambient
539,AC5,Ambient,3,8,Wood,A. hyacinthus,Wood5A,NA,NA,T5,1,NA,NA,NA,_1111902,AhyaWood5A,Wood,AC5_3_8,Ambient
540,AC5,Ambient,3,9,Martin,A. hyacinthus,Martin13,NA,NA,T5,1,NA,NA,NA,_1111902,AhyaMartin13,Martin,AC5_3_9,Ambient
541,AC5,Ambient,3,10,Palms,A. hyacinthus,Palms10,NA,NA,T5,1,NA,NA,NA,_1111902,AhyaPalms10,Palms,AC5_3_10,Ambient
542,AC5,Ambient,3,11,Wood,A. hyacinthus,Wood8,NA,NA,T5,1,NA,NA,NA,_1111902,AhyaWood8,Wood,AC5_3_11,Ambient
543,AC5,Ambient,5,2,Arlington,A. hyacinthus,Arlington8,NA,NA,T5,1,NA,NA,NA,_1111905,AhyaArlington8,Arlington,AC5_5_2,Ambient
544,AC5,Ambient,5,3,Wood,A. hyacinthus,Wood16,NA,NA,T5,1,NA,NA,NA,_1111905,AhyaWood16,Wood,AC5_5_3,Ambient
545,AC5,Ambient,5,4,Martin,A. hyacinthus,Martin17,NA,NA,T5,1,NA,NA,NA,_1111905,AhyaMartin17,Martin,AC5_5_4,Ambient
546,AC5,Ambient,5,5,Arlington,A. hyacinthus,Arlington9,NA,NA,T5,1,NA,NA,NA,_1111905,AhyaArlington9,Arlington,AC5_5_5,Ambient
547,AC5,Ambient,5,6,Arlington,A. hyacinthus,Arlington11,NA,NA,T5,1,NA,NA,NA,_1111905,AhyaArlington11,Arlington,AC5_5_6,Ambient
548,AC5,Ambient,5,7,Davies,A. hyacinthus,Davies16,NA,NA,T5,1,NA,NA,NA,_1111905,AhyaDavies16,Davies,AC5_5_7,Ambient
549,AC5,Ambient,5,8,Martin,A. hyacinthus,Martin12,NA,NA,T5,1,NA,NA,NA,_1111905,AhyaMartin12,Martin,AC5_5_8,Ambient
550,AC5,Ambient,5,9,Palms,A. hyacinthus,Palms4,NA,NA,T5,1,NA,NA,NA,_1111905,AhyaPalms4,Palms,AC5_5_9,Ambient
551,AC5,Ambient,5,10,Wood,A. hyacinthus,Wood7A,NA,NA,T5,1,NA,NA,NA,_1111905,AhyaWood7A,Wood,AC5_5_10,Ambient
552,AC5,Ambient,5,11,Davies,A. hyacinthus,Davies14,NA,NA,T5,1,NA,NA,NA,_1111905,AhyaDavies14,Davies,AC5_5_11,Ambient
553,AC6,Ambient,1,1,Palms,A. hyacinthus,Palms6,NA,NA,T5,1,NA,NA,NA,_1111908,AhyaPalms6,Palms,AC6_1_1,Ambient
554,AC6,Ambient,1,2,Wood,A. hyacinthus,Wood5A,NA,NA,T5,1,NA,NA,NA,_1111908,AhyaWood5A,Wood,AC6_1_2,Ambient
555,AC6,Ambient,1,3,Palms,A. hyacinthus,Palms4,NA,NA,T5,1,NA,NA,NA,_1111908,AhyaPalms4,Palms,AC6_1_3,Ambient
556,AC6,Ambient,1,4,Wood,A. hyacinthus,Wood8,NA,NA,T5,1,NA,NA,NA,_1111908,AhyaWood8,Wood,AC6_1_4,Ambient
557,AC6,Ambient,1,5,Martin,A. hyacinthus,Martin12,NA,NA,T5,1,NA,NA,NA,_1111908,AhyaMartin12,Martin,AC6_1_5,Ambient
558,AC6,Ambient,1,6,Wood,A. hyacinthus,Wood7A,NA,NA,T5,1,NA,NA,NA,_1111908,AhyaWood7A,Wood,AC6_1_6,Ambient
559,AC6,Ambient,1,8,Wood,A. hyacinthus,Wood17,NA,NA,T5,1,NA,NA,NA,_1111908,AhyaWood17,Wood,AC6_1_8,Ambient
560,AC6,Ambient,1,9,Martin,A. hyacinthus,Martin13,NA,NA,T5,1,NA,NA,NA,_1111908,AhyaMartin13,Martin,AC6_1_9,Ambient
561,AC6,Ambient,1,10,Arlington,A. hyacinthus,Arlington6,NA,NA,T5,1,NA,NA,NA,_1111908,AhyaArlington6,Arlington,AC6_1_10,Ambient
562,AC6,Ambient,1,11,Arlington,A. hyacinthus,Arlington8,NA,NA,T5,1,NA,NA,NA,_1111908,AhyaArlington8,Arlington,AC6_1_11,Ambient
563,AC6,Ambient,3,2,Arlington,A. hyacinthus,Arlington1,NA,NA,T5,1,NA,NA,NA,_1111911,AhyaArlington1,Arlington,AC6_3_2,Ambient
564,AC6,Ambient,3,3,Arlington,A. hyacinthus,Arlington11,NA,NA,T5,1,NA,NA,NA,_1111911,AhyaArlington11,Arlington,AC6_3_3,Ambient
565,AC6,Ambient,3,4,Palms,A. hyacinthus,Palms5,NA,NA,T5,1,NA,NA,NA,_1111911,AhyaPalms5,Palms,AC6_3_4,Ambient
566,AC6,Ambient,3,6,Davies,A. hyacinthus,Davies9,NA,NA,T5,1,NA,NA,NA,_1111911,AhyaDavies9,Davies,AC6_3_6,Ambient
567,AC6,Ambient,3,7,Martin,A. hyacinthus,Martin11,NA,NA,T5,1,NA,NA,NA,_1111911,AhyaMartin11,Martin,AC6_3_7,Ambient
568,AC6,Ambient,3,8,Davies,A. hyacinthus,Davies14,NA,NA,T5,1,NA,NA,NA,_1111911,AhyaDavies14,Davies,AC6_3_8,Ambient
569,AC6,Ambient,3,9,Arlington,A. hyacinthus,Arlington9,NA,NA,T5,1,NA,NA,NA,_1111911,AhyaArlington9,Arlington,AC6_3_9,Ambient
570,AC6,Ambient,3,10,Palms,A. hyacinthus,Palms3,NA,NA,T5,1,NA,NA,NA,_1111911,AhyaPalms3,Palms,AC6_3_10,Ambient
571,AC6,Ambient,3,11,Davies,A. hyacinthus,Davies16,NA,NA,T5,1,NA,NA,NA,_1111911,AhyaDavies16,Davies,AC6_3_11,Ambient
572,AC6,Ambient,5,1,Martin,A. hyacinthus,Martin17,NA,NA,T5,1,NA,NA,NA,_1111914,AhyaMartin17,Martin,AC6_5_1,Ambient
573,AC6,Ambient,5,2,Palms,A. hyacinthus,Palms10,NA,NA,T5,1,NA,NA,NA,_1111914,AhyaPalms10,Palms,AC6_5_2,Ambient
574,AC6,Ambient,5,4,Davies,A. hyacinthus,Davies12,NA,NA,T5,1,NA,NA,NA,_1111914,AhyaDavies12,Davies,AC6_5_4,Ambient
575,AC6,Ambient,5,5,Arlington,A. hyacinthus,Arlington10,NA,NA,T5,1,NA,NA,NA,_1111914,AhyaArlington10,Arlington,AC6_5_5,Ambient
576,AC6,Ambient,5,6,Davies,A. hyacinthus,Davies18,NA,NA,T5,1,NA,NA,NA,_1111914,AhyaDavies18,Davies,AC6_5_6,Ambient
577,AC6,Ambient,5,7,Wood,A. hyacinthus,Wood16,NA,NA,T5,1,NA,NA,NA,_1111914,AhyaWood16,Wood,AC6_5_7,Ambient
578,AC6,Ambient,5,8,Davies,A. hyacinthus,Davies15,NA,NA,T5,1,NA,NA,NA,_1111914,AhyaDavies15,Davies,AC6_5_8,Ambient
579,AC6,Ambient,5,10,Palms,A. hyacinthus,Palms16,NA,NA,T5,1,NA,NA,NA,_1111914,AhyaPalms16,Palms,AC6_5_10,Ambient
580,AC6,Ambient,5,11,Martin,A. hyacinthus,Martin3,NA,NA,T5,1,NA,NA,NA,_1111914,AhyaMartin3,Martin,AC6_5_11,Ambient
581,AR1,Hot,1,1,Palms,A. hyacinthus,Palms4,NA,NA,T5,1,NA,NA,NA,_1111818,AhyaPalms4,Palms,AR1_1_1,Hot
582,AR1,Hot,1,2,Davies,A. hyacinthus,Davies16,NA,NA,T5,1,NA,NA,NA,_1111818,AhyaDavies16,Davies,AR1_1_2,Hot
583,AR1,Hot,1,3,Palms,A. hyacinthus,Palms16,NA,NA,T5,1,NA,NA,NA,_1111818,AhyaPalms16,Palms,AR1_1_3,Hot
584,AR1,Hot,1,4,Arlington,A. hyacinthus,Arlington11,NA,NA,T5,1,NA,NA,NA,_1111818,AhyaArlington11,Arlington,AR1_1_4,Hot
585,AR1,Hot,1,5,Palms,A. hyacinthus,Palms6,NA,NA,T5,0,NA,NA,NA,_1111818,AhyaPalms6,Palms,AR1_1_5,Hot
586,AR1,Hot,1,6,Martin,A. hyacinthus,Martin12,NA,NA,T5,1,NA,NA,NA,_1111818,AhyaMartin12,Martin,AR1_1_6,Hot
587,AR1,Hot,1,7,Arlington,A. hyacinthus,Arlington9,NA,NA,T5,0,NA,NA,NA,_1111818,AhyaArlington9,Arlington,AR1_1_7,Hot
588,AR1,Hot,1,8,Palms,A. hyacinthus,Palms10,NA,NA,T5,1,NA,NA,NA,_1111818,AhyaPalms10,Palms,AR1_1_8,Hot
589,AR1,Hot,1,9,Arlington,A. hyacinthus,Arlington10,NA,NA,T5,0,NA,NA,NA,_1111818,AhyaArlington10,Arlington,AR1_1_9,Hot
590,AR1,Hot,1,10,Wood,A. hyacinthus,Wood17,NA,NA,T5,1,NA,NA,NA,_1111818,AhyaWood17,Wood,AR1_1_10,Hot
591,AR1,Hot,1,11,Wood,A. hyacinthus,Wood5A,NA,NA,T5,0,NA,NA,NA,_1111818,AhyaWood5A,Wood,AR1_1_11,Hot
592,AR1,Hot,3,1,Martin,A. hyacinthus,Martin3,NA,NA,T5,0,NA,NA,NA,_1111821,AhyaMartin3,Martin,AR1_3_1,Hot
593,AR1,Hot,3,2,Wood,A. hyacinthus,Wood8,NA,NA,T5,1,NA,NA,NA,_1111821,AhyaWood8,Wood,AR1_3_2,Hot
594,AR1,Hot,3,4,Palms,A. hyacinthus,Palms5,NA,NA,T5,1,NA,NA,NA,_1111821,AhyaPalms5,Palms,AR1_3_4,Hot
595,AR1,Hot,3,5,Palms,A. hyacinthus,Palms3,NA,NA,T5,1,NA,NA,NA,_1111821,AhyaPalms3,Palms,AR1_3_5,Hot
596,AR1,Hot,3,6,Davies,A. hyacinthus,Davies15,NA,NA,T5,0,NA,NA,NA,_1111821,AhyaDavies15,Davies,AR1_3_6,Hot
597,AR1,Hot,3,8,Martin,A. hyacinthus,Martin17,NA,NA,T5,1,NA,NA,NA,_1111821,AhyaMartin17,Martin,AR1_3_8,Hot
598,AR1,Hot,3,9,Martin,A. hyacinthus,Martin13,NA,NA,T5,1,NA,NA,NA,_1111821,AhyaMartin13,Martin,AR1_3_9,Hot
599,AR1,Hot,3,10,Martin,A. hyacinthus,Martin11,NA,NA,T5,1,NA,NA,NA,_1111821,AhyaMartin11,Martin,AR1_3_10,Hot
600,AR1,Hot,3,11,Arlington,A. hyacinthus,Arlington6,NA,NA,T5,1,NA,NA,NA,_1111821,AhyaArlington6,Arlington,AR1_3_11,Hot
601,AR1,Hot,5,1,Davies,A. hyacinthus,Davies12,NA,NA,T5,1,NA,NA,NA,_1111824,AhyaDavies12,Davies,AR1_5_1,Hot
602,AR1,Hot,5,3,Davies,A. hyacinthus,Davies18,NA,NA,T5,0,NA,NA,NA,_1111824,AhyaDavies18,Davies,AR1_5_3,Hot
603,AR1,Hot,5,4,Davies,A. hyacinthus,Davies9,NA,NA,T5,1,NA,NA,NA,_1111824,AhyaDavies9,Davies,AR1_5_4,Hot
604,AR1,Hot,5,7,Arlington,A. hyacinthus,Arlington1,NA,NA,T5,1,NA,NA,NA,_1111824,AhyaArlington1,Arlington,AR1_5_7,Hot
605,AR1,Hot,5,8,Wood,A. hyacinthus,Wood16,NA,NA,T5,1,NA,NA,NA,_1111824,AhyaWood16,Wood,AR1_5_8,Hot
606,AR1,Hot,5,9,Davies,A. hyacinthus,Davies14,NA,NA,T5,1,NA,NA,NA,_1111824,AhyaDavies14,Davies,AR1_5_9,Hot
607,AR1,Hot,5,10,Wood,A. hyacinthus,Wood7A,NA,NA,T5,1,NA,NA,NA,_1111824,AhyaWood7A,Wood,AR1_5_10,Hot
608,AR1,Hot,5,11,Arlington,A. hyacinthus,Arlington8,NA,NA,T5,1,NA,NA,NA,_1111824,AhyaArlington8,Arlington,AR1_5_11,Hot
609,AR2,Hot,1,1,Arlington,A. hyacinthus,Arlington11,NA,NA,T5,1,NA,NA,NA,_1111827,AhyaArlington11,Arlington,AR2_1_1,Hot
610,AR2,Hot,1,2,Davies,A. hyacinthus,Davies12,NA,NA,T5,1,NA,NA,NA,_1111827,AhyaDavies12,Davies,AR2_1_2,Hot
611,AR2,Hot,1,3,Martin,A. hyacinthus,Martin11,NA,NA,T5,1,NA,NA,NA,_1111827,AhyaMartin11,Martin,AR2_1_3,Hot
612,AR2,Hot,1,4,Wood,A. hyacinthus,Wood8,NA,NA,T5,1,NA,NA,NA,_1111827,AhyaWood8,Wood,AR2_1_4,Hot
613,AR2,Hot,1,5,Wood,A. hyacinthus,Wood5A,NA,NA,T5,1,NA,NA,NA,_1111827,AhyaWood5A,Wood,AR2_1_5,Hot
614,AR2,Hot,1,6,Arlington,A. hyacinthus,Arlington6,NA,NA,T5,1,NA,NA,NA,_1111827,AhyaArlington6,Arlington,AR2_1_6,Hot
615,AR2,Hot,1,7,Davies,A. hyacinthus,Davies18,NA,NA,T5,0,NA,NA,NA,_1111827,AhyaDavies18,Davies,AR2_1_7,Hot
616,AR2,Hot,1,8,Martin,A. hyacinthus,Martin13,NA,NA,T5,1,NA,NA,NA,_1111827,AhyaMartin13,Martin,AR2_1_8,Hot
617,AR2,Hot,1,9,Davies,A. hyacinthus,Davies16,NA,NA,T5,1,NA,NA,NA,_1111827,AhyaDavies16,Davies,AR2_1_9,Hot
618,AR2,Hot,1,10,Davies,A. hyacinthus,Davies9,NA,NA,T5,0,NA,NA,NA,_1111827,AhyaDavies9,Davies,AR2_1_10,Hot
619,AR2,Hot,1,11,Palms,A. hyacinthus,Palms6,NA,NA,T5,0,NA,NA,NA,_1111827,AhyaPalms6,Palms,AR2_1_11,Hot
620,AR2,Hot,3,2,Palms,A. hyacinthus,Palms10,NA,NA,T5,1,NA,NA,NA,_1111830,AhyaPalms10,Palms,AR2_3_2,Hot
621,AR2,Hot,3,4,Davies,A. hyacinthus,Davies15,NA,NA,T5,0,NA,NA,NA,_1111830,AhyaDavies15,Davies,AR2_3_4,Hot
622,AR2,Hot,3,5,Wood,A. hyacinthus,Wood17,NA,NA,T5,1,NA,NA,NA,_1111830,AhyaWood17,Wood,AR2_3_5,Hot
623,AR2,Hot,3,6,Palms,A. hyacinthus,Palms5,NA,NA,T5,1,NA,NA,NA,_1111830,AhyaPalms5,Palms,AR2_3_6,Hot
624,AR2,Hot,3,8,Wood,A. hyacinthus,Wood7A,NA,NA,T5,1,NA,NA,NA,_1111830,AhyaWood7A,Wood,AR2_3_8,Hot
625,AR2,Hot,3,9,Arlington,A. hyacinthus,Arlington8,NA,NA,T5,0,NA,NA,NA,_1111830,AhyaArlington8,Arlington,AR2_3_9,Hot
626,AR2,Hot,3,10,Martin,A. hyacinthus,Martin12,NA,NA,T5,1,NA,NA,NA,_1111830,AhyaMartin12,Martin,AR2_3_10,Hot
627,AR2,Hot,3,11,Arlington,A. hyacinthus,Arlington10,NA,NA,T5,0,NA,NA,NA,_1111830,AhyaArlington10,Arlington,AR2_3_11,Hot
628,AR2,Hot,5,1,Wood,A. hyacinthus,Wood16,NA,NA,T5,1,NA,NA,NA,_1111833,AhyaWood16,Wood,AR2_5_1,Hot
629,AR2,Hot,5,2,Arlington,A. hyacinthus,Arlington1,NA,NA,T5,1,NA,NA,NA,_1111833,AhyaArlington1,Arlington,AR2_5_2,Hot
630,AR2,Hot,5,4,Palms,A. hyacinthus,Palms4,NA,NA,T5,1,NA,NA,NA,_1111833,AhyaPalms4,Palms,AR2_5_4,Hot
631,AR2,Hot,5,5,Palms,A. hyacinthus,Palms3,NA,NA,T5,1,NA,NA,NA,_1111833,AhyaPalms3,Palms,AR2_5_5,Hot
632,AR2,Hot,5,6,Martin,A. hyacinthus,Martin3,NA,NA,T5,1,NA,NA,NA,_1111833,AhyaMartin3,Martin,AR2_5_6,Hot
633,AR2,Hot,5,7,Arlington,A. hyacinthus,Arlington9,NA,NA,T5,1,NA,NA,NA,_1111833,AhyaArlington9,Arlington,AR2_5_7,Hot
634,AR2,Hot,5,8,Martin,A. hyacinthus,Martin17,NA,NA,T5,1,NA,NA,NA,_1111833,AhyaMartin17,Martin,AR2_5_8,Hot
635,AR2,Hot,5,10,Davies,A. hyacinthus,Davies14,NA,NA,T5,1,NA,NA,NA,_1111833,AhyaDavies14,Davies,AR2_5_10,Hot
636,AR2,Hot,5,11,Palms,A. hyacinthus,Palms16,NA,NA,T5,1,NA,NA,NA,_1111833,AhyaPalms16,Palms,AR2_5_11,Hot
637,AR3,Hot,1,1,Wood,A. hyacinthus,Wood16,NA,NA,T5,1,NA,NA,NA,_1111845,AhyaWood16,Wood,AR3_1_1,Hot
638,AR3,Hot,1,2,Wood,A. hyacinthus,Wood5A,NA,NA,T5,1,NA,NA,NA,_1111845,AhyaWood5A,Wood,AR3_1_2,Hot
639,AR3,Hot,1,4,Martin,A. hyacinthus,Martin3,NA,NA,T5,1,NA,NA,NA,_1111845,AhyaMartin3,Martin,AR3_1_4,Hot
640,AR3,Hot,1,5,Wood,A. hyacinthus,Wood17,NA,NA,T5,1,NA,NA,NA,_1111845,AhyaWood17,Wood,AR3_1_5,Hot
641,AR3,Hot,1,6,Palms,A. hyacinthus,Palms4,NA,NA,T5,1,NA,NA,NA,_1111845,AhyaPalms4,Palms,AR3_1_6,Hot
642,AR3,Hot,1,7,Arlington,A. hyacinthus,Arlington6,NA,NA,T5,1,NA,NA,NA,_1111845,AhyaArlington6,Arlington,AR3_1_7,Hot
643,AR3,Hot,1,8,Palms,A. hyacinthus,Palms5,NA,NA,T5,1,NA,NA,NA,_1111845,AhyaPalms5,Palms,AR3_1_8,Hot
644,AR3,Hot,1,9,Martin,A. hyacinthus,Martin13,NA,NA,T5,1,NA,NA,NA,_1111845,AhyaMartin13,Martin,AR3_1_9,Hot
645,AR3,Hot,1,11,Davies,A. hyacinthus,Davies14,NA,NA,T5,0,NA,NA,NA,_1111845,AhyaDavies14,Davies,AR3_1_11,Hot
646,AR3,Hot,3,1,Arlington,A. hyacinthus,Arlington11,NA,NA,T5,1,NA,NA,NA,_1111848,AhyaArlington11,Arlington,AR3_3_1,Hot
647,AR3,Hot,3,2,Davies,A. hyacinthus,Davies15,NA,NA,T5,0,NA,NA,NA,_1111848,AhyaDavies15,Davies,AR3_3_2,Hot
648,AR3,Hot,3,4,Wood,A. hyacinthus,Wood8,NA,NA,T5,1,NA,NA,NA,_1111848,AhyaWood8,Wood,AR3_3_4,Hot
649,AR3,Hot,3,6,Palms,A. hyacinthus,Palms10,NA,NA,T5,1,NA,NA,NA,_1111848,AhyaPalms10,Palms,AR3_3_6,Hot
650,AR3,Hot,3,7,Palms,A. hyacinthus,Palms3,NA,NA,T5,1,NA,NA,NA,_1111848,AhyaPalms3,Palms,AR3_3_7,Hot
651,AR3,Hot,3,8,Arlington,A. hyacinthus,Arlington1,NA,NA,T5,1,NA,NA,NA,_1111848,AhyaArlington1,Arlington,AR3_3_8,Hot
652,AR3,Hot,3,9,Martin,A. hyacinthus,Martin12,NA,NA,T5,1,NA,NA,NA,_1111848,AhyaMartin12,Martin,AR3_3_9,Hot
653,AR3,Hot,3,10,Davies,A. hyacinthus,Davies12,NA,NA,T5,1,NA,NA,NA,_1111848,AhyaDavies12,Davies,AR3_3_10,Hot
654,AR3,Hot,3,11,Davies,A. hyacinthus,Davies9,NA,NA,T5,1,NA,NA,NA,_1111848,AhyaDavies9,Davies,AR3_3_11,Hot
655,AR3,Hot,5,1,Martin,A. hyacinthus,Martin11,NA,NA,T5,1,NA,NA,NA,_1111851,AhyaMartin11,Martin,AR3_5_1,Hot
656,AR3,Hot,5,3,Arlington,A. hyacinthus,Arlington9,NA,NA,T5,1,NA,NA,NA,_1111851,AhyaArlington9,Arlington,AR3_5_3,Hot
657,AR3,Hot,5,4,Palms,A. hyacinthus,Palms16,NA,NA,T5,1,NA,NA,NA,_1111851,AhyaPalms16,Palms,AR3_5_4,Hot
658,AR3,Hot,5,5,Davies,A. hyacinthus,Davies16,NA,NA,T5,1,NA,NA,NA,_1111851,AhyaDavies16,Davies,AR3_5_5,Hot
659,AR3,Hot,5,6,Wood,A. hyacinthus,Wood7A,NA,NA,T5,1,NA,NA,NA,_1111851,AhyaWood7A,Wood,AR3_5_6,Hot
660,AR3,Hot,5,7,Arlington,A. hyacinthus,Arlington10,NA,NA,T5,1,NA,NA,NA,_1111851,AhyaArlington10,Arlington,AR3_5_7,Hot
661,AR3,Hot,5,8,Martin,A. hyacinthus,Martin17,NA,NA,T5,1,NA,NA,NA,_1111851,AhyaMartin17,Martin,AR3_5_8,Hot
662,AR3,Hot,5,9,Davies,A. hyacinthus,Davies18,NA,NA,T5,0,NA,NA,NA,_1111851,AhyaDavies18,Davies,AR3_5_9,Hot
663,AR3,Hot,5,11,Arlington,A. hyacinthus,Arlington8,NA,NA,T5,0,NA,NA,NA,_1111851,AhyaArlington8,Arlington,AR3_5_11,Hot
664,AR4,Hot,1,1,Palms,A. hyacinthus,Palms10,NA,NA,T5,1,NA,NA,NA,_1111854,AhyaPalms10,Palms,AR4_1_1,Hot
665,AR4,Hot,1,3,Arlington,A. hyacinthus,Arlington11,NA,NA,T5,1,NA,NA,NA,_1111854,AhyaArlington11,Arlington,AR4_1_3,Hot
666,AR4,Hot,1,4,Davies,A. hyacinthus,Davies12,NA,NA,T5,1,NA,NA,NA,_1111854,AhyaDavies12,Davies,AR4_1_4,Hot
667,AR4,Hot,1,5,Arlington,A. hyacinthus,Arlington6,NA,NA,T5,1,NA,NA,NA,_1111854,AhyaArlington6,Arlington,AR4_1_5,Hot
668,AR4,Hot,1,6,Palms,A. hyacinthus,Palms3,NA,NA,T5,1,NA,NA,NA,_1111854,AhyaPalms3,Palms,AR4_1_6,Hot
669,AR4,Hot,1,7,Wood,A. hyacinthus,Wood8,NA,NA,T5,1,NA,NA,NA,_1111854,AhyaWood8,Wood,AR4_1_7,Hot
670,AR4,Hot,1,8,Arlington,A. hyacinthus,Arlington8,NA,NA,T5,1,NA,NA,NA,_1111854,AhyaArlington8,Arlington,AR4_1_8,Hot
671,AR4,Hot,1,9,Palms,A. hyacinthus,Palms4,NA,NA,T5,1,NA,NA,NA,_1111854,AhyaPalms4,Palms,AR4_1_9,Hot
672,AR4,Hot,1,10,Martin,A. hyacinthus,Martin11,NA,NA,T5,1,NA,NA,NA,_1111854,AhyaMartin11,Martin,AR4_1_10,Hot
673,AR4,Hot,3,1,Palms,A. hyacinthus,Palms5,NA,NA,T5,1,NA,NA,NA,_1111857,AhyaPalms5,Palms,AR4_3_1,Hot
674,AR4,Hot,3,2,Wood,A. hyacinthus,Wood5A,NA,NA,T5,0,NA,NA,NA,_1111857,AhyaWood5A,Wood,AR4_3_2,Hot
675,AR4,Hot,3,4,Palms,A. hyacinthus,Palms6,NA,NA,T5,0,NA,NA,NA,_1111857,AhyaPalms6,Palms,AR4_3_4,Hot
676,AR4,Hot,3,5,Davies,A. hyacinthus,Davies15,NA,NA,T5,0,NA,NA,NA,_1111857,AhyaDavies15,Davies,AR4_3_5,Hot
677,AR4,Hot,3,6,Wood,A. hyacinthus,Wood17,NA,NA,T5,1,NA,NA,NA,_1111857,AhyaWood17,Wood,AR4_3_6,Hot
678,AR4,Hot,3,7,Davies,A. hyacinthus,Davies18,NA,NA,T5,0,NA,NA,NA,_1111857,AhyaDavies18,Davies,AR4_3_7,Hot
679,AR4,Hot,3,8,Martin,A. hyacinthus,Martin12,NA,NA,T5,1,NA,NA,NA,_1111857,AhyaMartin12,Martin,AR4_3_8,Hot
680,AR4,Hot,3,9,Martin,A. hyacinthus,Martin13,NA,NA,T5,1,NA,NA,NA,_1111857,AhyaMartin13,Martin,AR4_3_9,Hot
681,AR4,Hot,3,10,Davies,A. hyacinthus,Davies14,NA,NA,T5,1,NA,NA,NA,_1111857,AhyaDavies14,Davies,AR4_3_10,Hot
682,AR4,Hot,3,11,Arlington,A. hyacinthus,Arlington9,NA,NA,T5,1,NA,NA,NA,_1111857,AhyaArlington9,Arlington,AR4_3_11,Hot
683,AR4,Hot,5,1,Martin,A. hyacinthus,Martin3,NA,NA,T5,1,NA,NA,NA,_1111860,AhyaMartin3,Martin,AR4_5_1,Hot
684,AR4,Hot,5,3,Wood,A. hyacinthus,Wood7A,NA,NA,T5,1,NA,NA,NA,_1111860,AhyaWood7A,Wood,AR4_5_3,Hot
685,AR4,Hot,5,4,Davies,A. hyacinthus,Davies16,NA,NA,T5,1,NA,NA,NA,_1111860,AhyaDavies16,Davies,AR4_5_4,Hot
686,AR4,Hot,5,5,Martin,A. hyacinthus,Martin17,NA,NA,T5,1,NA,NA,NA,_1111860,AhyaMartin17,Martin,AR4_5_5,Hot
687,AR4,Hot,5,6,Palms,A. hyacinthus,Palms16,NA,NA,T5,1,NA,NA,NA,_1111860,AhyaPalms16,Palms,AR4_5_6,Hot
688,AR4,Hot,5,7,Arlington,A. hyacinthus,Arlington1,NA,NA,T5,1,NA,NA,NA,_1111860,AhyaArlington1,Arlington,AR4_5_7,Hot
689,AR4,Hot,5,8,Arlington,A. hyacinthus,Arlington10,NA,NA,T5,1,NA,NA,NA,_1111860,AhyaArlington10,Arlington,AR4_5_8,Hot
690,AR4,Hot,5,9,Wood,A. hyacinthus,Wood16,NA,NA,T5,1,NA,NA,NA,_1111860,AhyaWood16,Wood,AR4_5_9,Hot
691,AR4,Hot,5,10,Davies,A. hyacinthus,Davies9,NA,NA,T5,1,NA,NA,NA,_1111860,AhyaDavies9,Davies,AR4_5_10,Hot
692,AR5,Hot,1,1,Arlington,A. hyacinthus,Arlington11,NA,NA,T5,0,NA,NA,NA,_1111890,AhyaArlington11,Arlington,AR5_1_1,Hot
693,AR5,Hot,1,2,Wood,A. hyacinthus,Wood7A,NA,NA,T5,1,NA,NA,NA,_1111890,AhyaWood7A,Wood,AR5_1_2,Hot
694,AR5,Hot,1,4,Arlington,A. hyacinthus,Arlington6,NA,NA,T5,1,NA,NA,NA,_1111890,AhyaArlington6,Arlington,AR5_1_4,Hot
695,AR5,Hot,1,5,Arlington,A. hyacinthus,Arlington10,NA,NA,T5,1,NA,NA,NA,_1111890,AhyaArlington10,Arlington,AR5_1_5,Hot
696,AR5,Hot,1,6,Palms,A. hyacinthus,Palms4,NA,NA,T5,1,NA,NA,NA,_1111890,AhyaPalms4,Palms,AR5_1_6,Hot
697,AR5,Hot,1,7,Arlington,A. hyacinthus,Arlington9,NA,NA,T5,1,NA,NA,NA,_1111890,AhyaArlington9,Arlington,AR5_1_7,Hot
