Tank,Temperature,Stick,Position,Population,Species,Genotype,Frag.rep,Frag.id,Timepoint,Survival,Bleaching_D,TissueArea_cm2,PAM,Symbionts
9,Hot,6,8,Palms,Tenuis,Ten.Pal.1,15,Ten.Pal.1.15,0,1,NA,NA,NA,No symbiont
9,Hot,6,9,Switzer,Goniastrea,Gon.Swi.6,16,Gon.Swi.6.16,0,1,NA,NA,NA,No symbiont
9,Hot,6,10,Davies,Hyacinthus,Hya.Dav.3,12,Hya.Dav.3.12,0,1,NA,NA,NA,No symbiont
9,Hot,6,11,Palms,Tenuis,Ten.Pal.1,16,Ten.Pal.1.16,0,1,NA,NA,NA,No symbiont
12,Hot,1,1,Davies,Tenuis,Ten.Dav.13,19,Ten.Dav.13.19,0,1,5,6.837,NA,No symbiont
12,Hot,1,2,Switzer,Goniastrea,Gon.Swi.6,20,Gon.Swi.6.20,0,1,6,2.986,NA,No symbiont
12,Hot,1,3,Davies,Hyacinthus,Hya.Dav.12,14,Hya.Dav.12.14,0,1,3,3.641,NA,No symbiont
12,Hot,1,4,Jewell,Tenuis,Ten.Jew.6,20,Ten.Jew.6.20,0,1,4,2.43,NA,No symbiont
12,Hot,1,5,Jewell,Goniastrea,Gon.Jew.11,20,Gon.Jew.11.20,0,1,6,4.898,NA,No symbiont
12,Hot,1,6,Parke,Tenuis,Ten.Par.2,19,Ten.Par.2.19,0,1,2,2.829,NA,No symbiont
12,Hot,1,7,Davies,Tenuis,Ten.Dav.1,20,Ten.Dav.1.20,0,1,6,5.17,NA,No symbiont
12,Hot,1,8,Jewell,Goniastrea,Gon.Jew.7,19,Gon.Jew.7.20,0,1,5,2.483,NA,No symbiont
12,Hot,1,9,Davies,Tenuis,Ten.Dav.D1,18,Ten.Dav.D1.18,0,1,4,2.035,NA,No symbiont
12,Hot,1,10,Davies,Hyacinthus,Hya.Dav.3,17,Hya.Dav.3.17,0,1,4,5.622,NA,No symbiont
12,Hot,2,1,Jewell,Goniastrea,Gon.Jew.10,19,Gon.Jew.10.19,0,1,5,3.438,NA,No symbiont
12,Hot,2,2,Palms,Tenuis,Ten.Pal.3,17,Ten.Pal.3.17,0,1,4,2.134,NA,No symbiont
12,Hot,2,3,Davies,Tenuis,Ten.Dav.9,19,Ten.Dav.9.19,0,1,4,3.113,NA,No symbiont
12,Hot,2,4,Switzer,Goniastrea,Gon.Swi.7,19,Gon.Swi.7.19,0,1,5,2.405,NA,No symbiont
12,Hot,2,6,Davies,Tenuis,Ten.Dav.10,19,Ten.Dav.10.19,0,1,4,6.37,NA,No symbiont
12,Hot,2,7,Switzer,Hyacinthus,Hya.Swi.2,18,Hya.Swi.2.18,0,1,5,3.15,NA,No symbiont
12,Hot,2,8,Jewell,Tenuis,Ten.Jew.7,19,Ten.Jew.7.19,0,1,5,4.512,NA,No symbiont
12,Hot,2,9,Jewell,Goniastrea,Gon.Jew.10,20,Gon.Jew.10.20,0,1,5,2.458,NA,No symbiont
12,Hot,2,10,Parke,Goniastrea,Gon.Par.6,18,Gon.Par.6.18,0,1,6,2.715,NA,No symbiont
12,Hot,2,11,Parke,Goniastrea,Gon.Par.6,19,Gon.Par.6.19,0,1,6,3.61,NA,No symbiont
12,Hot,3,1,Jewell,Goniastrea,Gon.Jew.7,12,Gon.Jew.7.12,0,1,6,3.718,NA,No symbiont
12,Hot,3,2,Davies,Tenuis,Ten.Dav.9,20,Ten.Dav.9.20,0,1,5,2.882,NA,No symbiont
12,Hot,3,3,Switzer,Goniastrea,Gon.Swi.12,19,Gon.Swi.12.19,0,1,6,4.581,NA,No symbiont
12,Hot,3,6,Parke,Tenuis,Ten.Par.5,20,Ten.Par.5.20,0,1,4,4.217,NA,No symbiont
12,Hot,3,7,Switzer,Goniastrea,Gon.Swi.11,20,Gon.Swi.11.20,0,1,5,3.345,NA,No symbiont
12,Hot,3,8,Switzer,Goniastrea,Gon.Swi.12,20,Gon.Swi.12.20,0,1,6,3.286,NA,No symbiont
12,Hot,3,9,Davies,Hyacinthus,Hya.Dav.11,18,Hya.Dav.11.18,0,1,3,4.391,NA,No symbiont
12,Hot,3,10,Davies,Tenuis,Ten.Dav.10,20,Ten.Dav.10.20,0,1,5,7.05,NA,No symbiont
12,Hot,3,11,Parke,Goniastrea,Gon.Par.8,20,Gon.Par.8.20,0,1,4,2.483,NA,No symbiont
12,Hot,4,2,Jewell,Goniastrea,Gon.Jew.8,19,Gon.Jew.8.19,0,1,6,3.641,NA,No symbiont
12,Hot,4,3,Parke,Tenuis,Ten.Par.5,22,Ten.Par.5.22,0,1,4,3.597,NA,No symbiont
12,Hot,4,4,Davies,Hyacinthus,Hya.Dav.4,18,Hya.Dav.4.18,0,1,3,3.328,NA,No symbiont
12,Hot,4,5,Switzer,Goniastrea,Gon.Swi.10,18,Gon.Swi.10.18,0,1,6,2.447,NA,No symbiont
12,Hot,4,6,Switzer,Hyacinthus,Hya.Swi.2,19,Hya.Swi.2.19,0,1,6,5.705,NA,No symbiont
12,Hot,4,7,Davies,Hyacinthus,Hya.Dav.2,5,Hya.Dav.2.5,0,1,5,4.52,NA,No symbiont
12,Hot,4,8,Palms,Tenuis,Ten.Pal.1,20,Ten.Pal.1.20,0,1,4,4.084,NA,No symbiont
12,Hot,4,9,Switzer,Goniastrea,Gon.Swi.7,20,Gon.Swi.7.20,0,1,6,2.083,NA,No symbiont
12,Hot,4,10,Jewell,Goniastrea,Gon.Jew.6,12,Gon.Jew.6.12,0,1,6,3.615,NA,No symbiont
12,Hot,4,11,Jewell,Hyacinthus,Hya.Jew.7,11,Hya.Jew.7.11,0,1,2,4.261,NA,No symbiont
12,Hot,5,1,Switzer,Goniastrea,Gon.Swi.5,14,Gon.Swi.5.14,0,1,6,2.89,NA,No symbiont
12,Hot,5,3,Parke,Goniastrea,Gon.Par.2,19,Gon.Par.2.19,0,1,6,4.165,NA,No symbiont
12,Hot,5,6,Davies,Tenuis,Ten.Dav.6,20,Ten.Dav.6.20,0,1,5,5.342,NA,No symbiont
12,Hot,5,7,Parke,Goniastrea,Gon.Par.3,19,Gon.Par.3.19,0,1,5,2.391,NA,No symbiont
12,Hot,5,9,Jewell,Tenuis,Ten.Jew.5,20,Ten.Jew.5.20,0,1,4,4.349,NA,No symbiont
12,Hot,5,10,Switzer,Goniastrea,Gon.Swi.10,19,Gon.Swi.10.19,0,1,6,4.403,NA,No symbiont
12,Hot,6,1,Parke,Goniastrea,Gon.Par.7,20,Gon.Par.7.20,0,1,6,2.662,NA,No symbiont
12,Hot,6,2,Parke,Tenuis,Ten.Par.2,20,Ten.Par.2.20,0,1,2,2.599,NA,No symbiont
12,Hot,6,3,Davies,Tenuis,Ten.Dav.D1,19,Ten.Dav.D1.19,0,1,5,5.811,NA,No symbiont
12,Hot,6,4,Davies,Hyacinthus,Hya.Dav.12,15,Hya.Dav.12.15,0,1,4,4.549,NA,No symbiont
12,Hot,6,5,Davies,Tenuis,Ten.Dav.12,12,Ten.Dav.12.12,0,1,4,2.882,NA,No symbiont
12,Hot,6,6,Parke,Goniastrea,Gon.Par.2,20,Gon.Par.2.20,0,1,6,3.184,NA,No symbiont
12,Hot,6,7,Davies,Hyacinthus,Hya.Dav.11,19,Hya.Dav.11.19,0,1,2,5.014,NA,No symbiont
12,Hot,6,8,Davies,Tenuis,Ten.Dav.13,20,Ten.Dav.13.20,0,1,5,4.335,NA,No symbiont
12,Hot,6,9,Davies,Hyacinthus,Hya.Dav.3,18,Hya.Dav.3.18,0,1,5,4.547,NA,No symbiont
12,Hot,6,10,Jewell,Goniastrea,Gon.Jew.8,20,Gon.Jew.8.20,0,1,6,2.476,NA,No symbiont
12,Hot,6,11,Davies,Hyacinthus,Hya.Dav.4,19,Hya.Dav.4.19,0,1,5,4.444,NA,No symbiont
1,Ambient,1,1,Davies,Tenuis,Ten.Dav.6,1,Ten.Dav.6.1,3,1,6,3.847,NA,C1 symbiont
1,Ambient,1,2,Davies,Tenuis,Ten.Dav.D1,1,Ten.Dav.D1.1,3,1,6,4.573,NA,C1 symbiont
1,Ambient,1,3,Parke,Goniastrea,Gon.Par.7,1,Gon.Par.7.1,3,1,6,3.434,NA,C1 symbiont
1,Ambient,1,4,Palms,Tenuis,Ten.Pal.6,1,Ten.Pal.6.1,3,0,NA,NA,NA,C1 symbiont
1,Ambient,1,5,Jewell,Tenuis,Ten.Jew.7,1,Ten.Jew.7.1,3,1,5,2.747,NA,C1 symbiont
1,Ambient,1,6,Davies,Hyacinthus,Hya.Dav.3,1,Hya.Dav.3.1,3,1,6,3.974,NA,C1 symbiont
1,Ambient,1,7,Jewell,Goniastrea,Gon.Jew.8,1,Gon.Jew.8.1,3,1,6,2.955,NA,C1 symbiont
1,Ambient,1,8,Davies,Tenuis,Ten.Dav.1,1,Ten.Dav.1.1,3,1,5,3.546,NA,C1 symbiont
1,Ambient,1,9,Davies,Tenuis,Ten.Dav.12,1,Ten.Dav.12.1,3,1,6,2.08,NA,C1 symbiont
1,Ambient,1,10,Parke,Goniastrea,Gon.Par.6,1,Gon.Par.6.1,3,1,6,4.265,NA,C1 symbiont
1,Ambient,1,11,Davies,Tenuis,Ten.Dav.12,13,Ten.Dav.12.13,3,1,5,4.231,NA,C1 symbiont
1,Ambient,2,1,Palms,Tenuis,Ten.Pal.1,1,Ten.Pal.1.1,3,1,6,4.489,NA,C1 symbiont
1,Ambient,2,2,Switzer,Goniastrea,Gon.Swi.7,1,Gon.Swi.7.1,3,1,6,3.404,NA,C1 symbiont
1,Ambient,2,3,Jewell,Hyacinthus,Hya.Jew.3,1,Hya.Jew.3.1,3,1,5,7.911,NA,C1 symbiont
1,Ambient,2,4,Parke,Tenuis,Ten.Par.5,1,Ten.Par.5.1,3,1,5,5.153,NA,C1 symbiont
1,Ambient,2,5,Davies,Hyacinthus,Hya.Dav.8,1,Hya.Dav.8.1,3,1,3,5.304,NA,C1 symbiont
1,Ambient,2,6,Davies,Tenuis,Ten.Dav.1,2,Ten.Dav.1.2,3,1,5,2.512,NA,C1 symbiont
1,Ambient,2,7,Davies,Tenuis,Ten.Dav.9,1,Ten.Dav.9.1,3,1,5,2.859,NA,C1 symbiont
1,Ambient,2,8,Switzer,Goniastrea,Gon.Swi.11,1,Gon.Swi.11.1,3,1,6,3.636,NA,C1 symbiont
1,Ambient,2,10,Switzer,Goniastrea,Gon.Swi.12,1,Gon.Swi.12.1,3,1,6,3.541,NA,C1 symbiont
1,Ambient,2,11,Parke,Goniastrea,Gon.Par.3,1,Gon.Par.3.1,3,1,6,3.318,NA,C1 symbiont
1,Ambient,3,1,Switzer,Hyacinthus,Hya.Swi.2,1,Hya.Swi.2.1,3,1,6,5.971,NA,C1 symbiont
1,Ambient,3,2,Parke,Tenuis,Ten.Par.5,2,Ten.Par.5.2,3,1,3,3.404,NA,C1 symbiont
1,Ambient,3,3,Switzer,Goniastrea,Gon.Swi.6,1,Gon.Swi.6.1,3,1,6,NA,NA,C1 symbiont
1,Ambient,3,4,Switzer,Hyacinthus,Hya.Swi.2,2,Hya.Swi.2.2,3,1,6,9.573,NA,C1 symbiont
1,Ambient,3,5,Parke,Tenuis,Ten.Par.2,21,Ten.Par.2.21,3,1,3,3.603,NA,C1 symbiont
1,Ambient,3,6,Palms,Tenuis,Ten.Pal.1,2,Ten.Pal.1.2,3,1,6,2.5,NA,C1 symbiont
1,Ambient,3,7,Davies,Tenuis,Ten.Dav.13,1,Ten.Dav.13.1,3,1,5,2.425,NA,C1 symbiont
1,Ambient,3,8,Parke,Goniastrea,Gon.Par.6,2,Gon.Par.6.2,3,1,6,2.239,NA,C1 symbiont
1,Ambient,3,9,Palms,Tenuis,Ten.Pal.6,2,Ten.Pal.6.2,3,0,NA,NA,NA,C1 symbiont
1,Ambient,3,10,Parke,Goniastrea,Gon.Par.8,1,Gon.Par.8.1,3,1,6,2.457,NA,C1 symbiont
1,Ambient,3,11,Davies,Tenuis,Ten.Dav.10,1,Ten.Dav.10.1,3,1,5,3.799,NA,C1 symbiont
1,Ambient,4,1,Jewell,Tenuis,Ten.Jew.6,1,Ten.Jew.6.1,3,1,4,4.958,NA,C1 symbiont
1,Ambient,4,2,Switzer,Goniastrea,Gon.Swi.5,1,Gon.Swi.5.1,3,1,6,2.842,NA,C1 symbiont
1,Ambient,4,3,Jewell,Goniastrea,Gon.Jew.11,1,Gon.Jew.11.1,3,1,6,2.191,NA,C1 symbiont
1,Ambient,4,4,Davies,Tenuis,Ten.Dav.9,2,Ten.Dav.9.2,3,1,5,5.194,NA,C1 symbiont
1,Ambient,4,5,Parke,Goniastrea,Gon.Par.3,2,Gon.Par.3.2,3,1,6,3.869,NA,C1 symbiont
1,Ambient,4,6,Parke,Goniastrea,Gon.Par.8,2,Gon.Par.8.2,3,1,6,2.109,NA,C1 symbiont
1,Ambient,4,7,Switzer,Goniastrea,Gon.Swi.6,2,Gon.Swi.6.2,3,1,6,2.997,NA,C1 symbiont
1,Ambient,4,8,Jewell,Tenuis,Ten.Jew.6,2,Ten.Jew.6.2,3,1,4,2.885,NA,C1 symbiont
1,Ambient,4,9,Davies,Hyacinthus,Hya.Dav.11,1,Hya.Dav.11.1,3,1,3,7.165,NA,C1 symbiont
1,Ambient,4,10,Jewell,Goniastrea,Gon.Jew.6,1,Gon.Jew.6.1,3,1,6,2.432,NA,C1 symbiont
1,Ambient,4,11,Switzer,Goniastrea,Gon.Swi.10,1,Gon.Swi.10.1,3,1,6,3.757,NA,C1 symbiont
1,Ambient,5,1,Switzer,Goniastrea,Gon.Swi.7,2,Gon.Swi.7.2,3,1,6,3.806,NA,C1 symbiont
1,Ambient,5,2,Parke,Tenuis,Ten.Par.2,1,Ten.Par.2.1,3,1,2,1.943,NA,C1 symbiont
1,Ambient,5,3,Parke,Goniastrea,Gon.Par.8,3,Gon.Par.8.3,3,1,6,2.607,NA,C1 symbiont
1,Ambient,5,4,Davies,Hyacinthus,Hya.Dav.8,2,Hya.Dav.8.2,3,1,3,8.175,NA,C1 symbiont
1,Ambient,5,5,Switzer,Goniastrea,Gon.Swi.11,2,Gon.Swi.11.2,3,1,6,2.571,NA,C1 symbiont
1,Ambient,5,6,Jewell,Hyacinthus,Hya.Jew.3,2,Hya.Jew.3.2,3,1,5,4.601,NA,C1 symbiont
1,Ambient,5,7,Parke,Goniastrea,Gon.Par.8,4,Gon.Par.8.4,3,1,6,3.006,NA,C1 symbiont
1,Ambient,5,8,Parke,Goniastrea,Gon.Par.7,2,Gon.Par.7.2,3,1,6,4.967,NA,C1 symbiont
1,Ambient,5,9,Davies,Hyacinthus,Hya.Dav.4,1,Hya.Dav.4.1,3,1,5,3.628,NA,C1 symbiont
1,Ambient,5,10,Davies,Tenuis,Ten.Dav.10,2,Ten.Dav.10.2,3,1,5,5.316,NA,C1 symbiont
1,Ambient,5,11,Davies,Hyacinthus,Hya.Dav.12,1,Hya.Dav.12.1,3,0,NA,NA,NA,C1 symbiont
1,Ambient,6,1,Davies,Hyacinthus,Hya.Dav.11,2,Hya.Dav.11.2,3,1,3,2.03,NA,C1 symbiont
1,Ambient,6,2,Davies,Tenuis,Ten.Dav.D1,2,Ten.Dav.D1.2,3,1,6,4.447,NA,C1 symbiont
1,Ambient,6,3,Jewell,Tenuis,Ten.Jew.7,20,Ten.Jew.7.20,3,1,6,2.567,NA,C1 symbiont
1,Ambient,6,4,Jewell,Hyacinthus,Hya.Jew.7,1,Hya.Jew.7.1,3,1,3,3.77,NA,C1 symbiont
1,Ambient,6,5,Jewell,Goniastrea,Gon.Jew.10,1,Gon.Jew.10.1,3,1,5,3.695,NA,C1 symbiont
1,Ambient,6,6,Davies,Tenuis,Ten.Dav.8,1,Ten.Dav.8.1,3,0,NA,NA,NA,C1 symbiont
1,Ambient,6,7,Parke,Goniastrea,Gon.Par.2,1,Gon.Par.2.1,3,1,6,4.227,NA,C1 symbiont
1,Ambient,6,8,Palms,Tenuis,Ten.Pal.3,1,Ten.Pal.3.1,3,1,5,3.227,NA,C1 symbiont
1,Ambient,6,9,Jewell,Goniastrea,Gon.Jew.10,2,Gon.Jew.10.2,3,1,6,3.785,NA,C1 symbiont
1,Ambient,6,11,Jewell,Goniastrea,Gon.Jew.7,1,Gon.Jew.7.1,3,1,6,3.866,NA,C1 symbiont
2,Ambient,1,1,Switzer,Hyacinthus,Hya.Swi.2,3,Hya.Swi.2.3,3,0,NA,NA,NA,No symbiont
2,Ambient,1,2,Davies,Tenuis,Ten.Dav.10,3,Ten.Dav.10.3,3,1,5,2.968,NA,No symbiont
2,Ambient,1,3,Parke,Goniastrea,Gon.Par.3,3,Gon.Par.3.3,3,1,6,5.541,NA,No symbiont
2,Ambient,1,4,Switzer,Goniastrea,Gon.Swi.7,3,Gon.Swi.7.3,3,1,6,4.813,NA,No symbiont
2,Ambient,1,5,Davies,Hyacinthus,Hya.Dav.8,3,Hya.Dav.8.3,3,1,2,2.687,NA,No symbiont
2,Ambient,1,6,Jewell,Hyacinthus,Hya.Jew.3,3,Hya.Jew.3.3,3,1,4,7.349,NA,No symbiont
2,Ambient,1,7,Parke,Goniastrea,Gon.Par.6,3,Gon.Par.6.3,3,1,6,3.555,NA,No symbiont
2,Ambient,1,8,Davies,Tenuis,Ten.Dav.9,3,Ten.Dav.9.3,3,1,5,2.611,NA,No symbiont
2,Ambient,1,9,Switzer,Goniastrea,Gon.Swi.11,3,Gon.Swi.11.3,3,1,5,2.578,NA,No symbiont
2,Ambient,1,10,Jewell,Goniastrea,Gon.Jew.10,3,Gon.Jew.10.3,3,1,5,3.732,NA,No symbiont
2,Ambient,1,11,Parke,Tenuis,Ten.Par.2,2,Ten.Par.2.2,3,1,2,2.754,NA,No symbiont
2,Ambient,2,1,Switzer,Goniastrea,Gon.Swi.7,4,Gon.Swi.7.4,3,1,6,3.879,NA,No symbiont
2,Ambient,2,2,Jewell,Goniastrea,Gon.Jew.8,2,Gon.Jew.8.2,3,1,6,2.304,NA,No symbiont
2,Ambient,2,3,Parke,Goniastrea,Gon.Par.7,3,Gon.Par.7.3,3,1,6,4.555,NA,No symbiont
2,Ambient,2,4,Davies,Tenuis,Ten.Dav.6,2,Ten.Dav.6.2,3,1,6,4.954,NA,No symbiont
2,Ambient,2,5,Parke,Tenuis,Ten.Par.5,3,Ten.Par.5.3,3,1,4,4.424,NA,No symbiont
2,Ambient,2,6,Davies,Tenuis,Ten.Dav.13,2,Ten.Dav.13.2,3,1,5,2.468,NA,No symbiont
2,Ambient,2,8,Davies,Tenuis,Ten.Dav.1,3,Ten.Dav.1.3,3,1,5,2.649,NA,No symbiont
2,Ambient,2,9,Davies,Tenuis,Ten.Dav.9,4,Ten.Dav.9.4,3,1,5,1.704,NA,No symbiont
2,Ambient,2,10,Davies,Tenuis,Ten.Dav.12,16,Ten.Dav.12.16,3,1,4,2.468,NA,No symbiont
2,Ambient,2,11,Jewell,Tenuis,Ten.Jew.5,2,Ten.Jew.5.2,3,1,4,5.255,NA,No symbiont
2,Ambient,3,1,Jewell,Tenuis,Ten.Jew.5,3,Ten.Jew.5.3,3,1,4,4.135,NA,No symbiont
2,Ambient,3,2,Switzer,Goniastrea,Gon.Swi.6,3,Gon.Swi.6.3,3,1,6,2.529,NA,No symbiont
2,Ambient,3,3,Davies,Hyacinthus,Hya.Dav.12,2,Hya.Dav.12.2,3,1,5,4.214,NA,No symbiont
2,Ambient,3,4,Jewell,Hyacinthus,Hya.Jew.3,4,Hya.Jew.3.4,3,1,5,4.22,NA,No symbiont
2,Ambient,3,5,Jewell,Goniastrea,Gon.Jew.11,2,Gon.Jew.11.2,3,1,6,3.418,NA,No symbiont
2,Ambient,3,6,Davies,Hyacinthus,Hya.Dav.3,2,Hya.Dav.3.2,3,1,3,3.647,NA,No symbiont
2,Ambient,3,7,Jewell,Goniastrea,Gon.Jew.6,2,Gon.Jew.6.2,3,1,6,2.114,NA,No symbiont
2,Ambient,3,8,Jewell,Goniastrea,Gon.Jew.10,4,Gon.Jew.10.4,3,1,5,1.695,NA,No symbiont
2,Ambient,3,9,Davies,Hyacinthus,Hya.Dav.4,2,Hya.Dav.4.2,3,1,5,4.1,NA,No symbiont
2,Ambient,3,10,Palms,Tenuis,Ten.Pal.1,3,Ten.Pal.1.3,3,1,6,2.709,NA,No symbiont
2,Ambient,3,11,Parke,Goniastrea,Gon.Par.2,2,Gon.Par.2.2,3,1,6,3.19,NA,No symbiont
2,Ambient,4,1,Parke,Tenuis,Ten.Par.5,4,Ten.Par.5.4,3,1,4,6.403,NA,No symbiont
2,Ambient,4,2,Parke,Goniastrea,Gon.Par.3,4,Gon.Par.3.4,3,1,6,2.757,NA,No symbiont
2,Ambient,4,3,Palms,Tenuis,Ten.Pal.1,4,Ten.Pal.1.4,3,1,6,3.815,NA,No symbiont
2,Ambient,4,4,Switzer,Goniastrea,Gon.Swi.12,2,Gon.Swi.12.2,3,1,6,3.116,NA,No symbiont
2,Ambient,4,5,Davies,Tenuis,Ten.Dav.10,4,Ten.Dav.10.4,3,1,4,2.43,NA,No symbiont
2,Ambient,4,6,Palms,Tenuis,Ten.Pal.3,2,Ten.Pal.3.2,3,1,4,2.719,NA,No symbiont
2,Ambient,4,7,Jewell,Hyacinthus,Hya.Jew.7,2,Hya.Jew.7.2,3,1,3,7.372,NA,No symbiont
2,Ambient,4,8,Jewell,Tenuis,Ten.Jew.6,3,Ten.Jew.6.3,3,1,4,4.836,NA,No symbiont
2,Ambient,4,9,Jewell,Tenuis,Ten.Jew.7,2,Ten.Jew.7.2,3,1,5,3.325,NA,No symbiont
2,Ambient,4,10,Switzer,Goniastrea,Gon.Swi.10,2,Gon.Swi.10.2,3,1,6,2.39,NA,No symbiont
2,Ambient,4,11,Davies,Tenuis,Ten.Dav.8,2,Ten.Dav.8.2,3,0,NA,NA,NA,No symbiont
2,Ambient,5,2,Switzer,Goniastrea,Gon.Swi.11,4,Gon.Swi.11.4,3,1,6,1.696,NA,No symbiont
2,Ambient,5,3,Switzer,Hyacinthus,Hya.Swi.2,4,Hya.Swi.2.4,3,1,6,4.207,NA,No symbiont
2,Ambient,5,4,Jewell,Goniastrea,Gon.Jew.7,2,Gon.Jew.7.2,3,1,6,2.796,NA,No symbiont
2,Ambient,5,5,Davies,Tenuis,Ten.Dav.D1,3,Ten.Dav.D1.3,3,1,6,3.317,NA,No symbiont
2,Ambient,5,6,Parke,Goniastrea,Gon.Par.8,5,Gon.Par.8.5,3,1,6,2.029,NA,No symbiont
2,Ambient,5,7,Palms,Tenuis,Ten.Pal.6,3,Ten.Pal.6.3,3,0,NA,NA,NA,No symbiont
2,Ambient,5,8,Davies,Hyacinthus,Hya.Dav.12,16,Hya.Dav.12.16,3,1,5,4.564,NA,No symbiont
2,Ambient,5,9,Davies,Hyacinthus,Hya.Dav.11,3,Hya.Dav.11.3,3,1,3,2.559,NA,No symbiont
2,Ambient,5,10,Davies,Tenuis,Ten.Dav.6,3,Ten.Dav.6.3,3,1,6,3.707,NA,No symbiont
2,Ambient,5,11,Parke,Goniastrea,Gon.Par.8,6,Gon.Par.8.6,3,1,6,1.905,NA,No symbiont
2,Ambient,6,2,Jewell,Tenuis,Ten.Jew.7,3,Ten.Jew.7.3,3,1,4,3.754,NA,No symbiont
2,Ambient,6,3,Jewell,Tenuis,Ten.Jew.6,4,Ten.Jew.6.4,3,1,4,4.578,NA,No symbiont
2,Ambient,6,4,Switzer,Goniastrea,Gon.Swi.5,2,Gon.Swi.5.2,3,1,6,1.862,NA,No symbiont
2,Ambient,6,5,Davies,Tenuis,Ten.Dav.1,4,Ten.Dav.1.4,3,1,5,2.835,NA,No symbiont
2,Ambient,6,6,Parke,Goniastrea,Gon.Par.7,4,Gon.Par.7.4,3,1,6,3.552,NA,No symbiont
2,Ambient,6,7,Palms,Tenuis,Ten.Pal.3,3,Ten.Pal.3.3,3,1,5,2.369,NA,No symbiont
2,Ambient,6,8,Jewell,Goniastrea,Gon.Jew.11,3,Gon.Jew.11.3,3,1,6,2.876,NA,No symbiont
2,Ambient,6,9,Davies,Tenuis,Ten.Dav.12,2,Ten.Dav.12.2,3,1,5,2.851,NA,No symbiont
2,Ambient,6,11,Switzer,Goniastrea,Gon.Swi.6,4,Gon.Swi.6.4,3,1,6,2.469,NA,No symbiont
3,Ambient,1,1,Davies,Hyacinthus,Hya.Dav.12,3,Hya.Dav.12.3,3,1,1,3.581,NA,C1 symbiont
3,Ambient,1,3,Jewell,Goniastrea,Gon.Jew.7,3,Gon.Jew.7.3,3,1,6,2.163,NA,C1 symbiont
3,Ambient,1,4,Palms,Tenuis,Ten.Pal.3,4,Ten.Pal.3.4,3,1,5,2.134,NA,C1 symbiont
3,Ambient,1,5,Parke,Goniastrea,Gon.Par.6,4,Gon.Par.6.4,3,1,6,2.444,NA,C1 symbiont
3,Ambient,1,6,Davies,Hyacinthus,Hya.Dav.11,5,Hya.Dav.11.5,3,1,2,3.448,NA,C1 symbiont
3,Ambient,1,7,Jewell,Goniastrea,Gon.Jew.6,3,Gon.Jew.6.3,3,1,6,3.226,NA,C1 symbiont
3,Ambient,1,8,Davies,Tenuis,Ten.Dav.9,5,Ten.Dav.9.5,3,1,6,4.163,NA,C1 symbiont
3,Ambient,1,10,Switzer,Goniastrea,Gon.Swi.12,3,Gon.Swi.12.3,3,1,6,4.99,NA,C1 symbiont
3,Ambient,2,1,Switzer,Goniastrea,Gon.Swi.7,5,Gon.Swi.7.5,3,1,6,3.349,NA,C1 symbiont
3,Ambient,2,2,Parke,Tenuis,Ten.Par.2,3,Ten.Par.2.3,3,1,4,4.627,NA,C1 symbiont
3,Ambient,2,3,Davies,Tenuis,Ten.Dav.6,4,Ten.Dav.6.4,3,1,3,2.669,NA,C1 symbiont
3,Ambient,2,4,Jewell,Hyacinthus,Hya.Jew.3,5,Hya.Jew.3.5,3,1,6,5.2,NA,C1 symbiont
3,Ambient,2,5,Jewell,Tenuis,Ten.Jew.5,4,Ten.Jew.5.4,3,1,5,3.352,NA,C1 symbiont
3,Ambient,2,6,Switzer,Goniastrea,Gon.Swi.5,3,Gon.Swi.5.3,3,1,6,4.174,NA,C1 symbiont
3,Ambient,2,7,Jewell,Hyacinthus,Hya.Jew.7,12,Hya.Jew.7.12,3,1,5,4.495,NA,C1 symbiont
3,Ambient,2,8,Jewell,Tenuis,Ten.Jew.6,5,Ten.Jew.6.5,3,1,4,NA,NA,C1 symbiont
3,Ambient,2,9,Switzer,Goniastrea,Gon.Swi.6,5,Gon.Swi.6.5,3,1,6,4.591,NA,C1 symbiont
3,Ambient,2,10,Switzer,Goniastrea,Gon.Swi.6,6,Gon.Swi.6.6,3,1,6,4.406,NA,C1 symbiont
3,Ambient,2,11,Switzer,Goniastrea,Gon.Swi.11,5,Gon.Swi.11.5,3,1,6,4.318,NA,C1 symbiont
3,Ambient,3,1,Davies,Hyacinthus,Hya.Dav.8,4,Hya.Dav.8.4,3,1,4,2.521,NA,C1 symbiont
3,Ambient,3,2,Davies,Tenuis,Ten.Dav.13,3,Ten.Dav.13.3,3,1,6,5.281,NA,C1 symbiont
3,Ambient,3,3,Jewell,Tenuis,Ten.Jew.7,4,Ten.Jew.7.4,3,1,5,4.864,NA,C1 symbiont
3,Ambient,3,4,Parke,Tenuis,Ten.Par.5,5,Ten.Par.5.5,3,1,5,4.432,NA,C1 symbiont
3,Ambient,3,5,Parke,Goniastrea,Gon.Par.7,5,Gon.Par.7.5,3,1,6,4.682,NA,C1 symbiont
3,Ambient,3,6,Jewell,Tenuis,Ten.Jew.5,5,Ten.Jew.5.5,3,1,4,5.56,NA,C1 symbiont
3,Ambient,3,7,Parke,Tenuis,Ten.Par.5,6,Ten.Par.5.6,3,1,4,3.835,NA,C1 symbiont
