,X.1,Tank,Treatment,Cassette,Plate.Slide,Timepoint,Timepoint2,Area,Coral.Red.Mean,Coral.Green.Mean,Coral.Blue.Mean,Coral.Hue.Mean,Coral.Saturation.Mean,Coral.Brightness.Mean,X,SINGLE.CLUMP,Clump.IndNo,Live.Coral.ID.Number,MatchID,SamplesID,MPAM_Identifier,Species,CrossType,Lifestage,Temp,Mom,Dad,Cross,Family,Cone,Mom2,Dad2,popcross
4415,5424,17,Jewell,460,2716,0,T0,1.2037,157.1032,140.7356,113.4526,26.2172,70.4499,157.1032,0,C,2,3,3,,,A.ten,IndivCross,Juvenile,AMB,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
4416,5425,17,Jewell,460,2716,0,T0,0.8703,159.9963,144.7323,117.2511,26.988,67.7927,159.9963,0,S,NA,4,4,,,A.ten,IndivCross,Juvenile,AMB,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
4417,5426,17,Jewell,460,2716,6,T6,0.7025,165.654,141.8724,107.8667,24.672,88.6002,165.654,0,S,NA,5,5,6,,A.ten,IndivCross,Juvenile,AMB,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
4418,5427,17,Jewell,460,2716,6,T6,0.957,144.5278,128.3078,99.7032,26.7453,78.7144,144.5278,1,S,NA,1,2,4,,A.ten,IndivCross,Juvenile,AMB,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
4419,5428,17,Jewell,460,2716,6,T6,1.4244,180.4487,158.2601,125.8054,25.021,76.9972,180.4487,0,C,2,4,6,3,,A.ten,IndivCross,Juvenile,AMB,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
4420,5429,17,Jewell,460,2716,6,T6,1.2696,145.2479,124.6931,92.713,25.5414,91.9407,145.2479,0,C,2,2,3,5,,A.ten,IndivCross,Juvenile,AMB,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
4421,5430,17,Jewell,460,2716,6,T6,0.948,156.1143,139.8006,111.4603,26.6183,72.61,156.1143,0,S,NA,3,4,2,,A.ten,IndivCross,Juvenile,AMB,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
4422,5431,17,Jewell,460,2751,0,T0,0.7097,198.6266,181.6098,148.0467,27.7108,64.5068,198.6266,1,S,NA,1,1,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEW,DAV,JEWxDAV
4423,5432,17,Jewell,460,2751,0,T0,0.9185,203.0486,185.6793,150.8252,27.8499,65.1392,203.0486,0,S,NA,5,5,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEW,DAV,JEWxDAV
4424,5433,17,Jewell,460,2751,0,T0,0.79,204.2074,187.3054,152.5305,28.0975,64.0675,204.2074,0,S,NA,4,4,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEW,DAV,JEWxDAV
4425,5434,17,Jewell,460,2751,0,T0,1.0417,205.4808,186.8088,152.0681,27.112,65.8279,205.4808,0,S,NA,9,9,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEW,DAV,JEWxDAV
4426,5435,17,Jewell,460,2751,0,T0,1.3222,204.4771,187.799,154.0163,27.9542,62.5019,204.4771,0,C,2,2,2,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEW,DAV,JEWxDAV
4427,5436,17,Jewell,460,2751,0,T0,0.8818,202.3826,185.5096,151.8571,27.8175,63.2413,202.3826,0,S,NA,3,3,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEW,DAV,JEWxDAV
4428,5437,17,Jewell,460,2751,0,T0,0.8469,204.6054,186.8818,152.6207,27.4847,64.3444,204.6054,0,S,NA,8,8,,17.460.2751.5,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEW,DAV,JEWxDAV
4429,5438,17,Jewell,460,2751,0,T0,0.9578,200.7902,183.2756,148.4996,27.7398,65.9748,200.7902,0,S,NA,6,6,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEW,DAV,JEWxDAV
4430,5439,17,Jewell,460,2751,0,T0,2.3491,206.4278,188.1062,152.4117,27.5699,66.3305,206.4278,0,C,3,7,7,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEW,DAV,JEWxDAV
4431,5440,17,Jewell,460,2751,0,T0,0.7601,206.6272,188.5021,152.7442,27.6807,66.0019,206.6272,0,S,NA,10,10,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEW,DAV,JEWxDAV
4432,5441,17,Jewell,460,2751,6,T6,0.7623,200.3368,183.222,146.24,28.5253,68.4105,200.3368,0,S,NA,3,4,1,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEW,DAV,JEWxDAV
4433,5442,17,Jewell,460,2751,6,T6,0.7158,201.3974,183.415,146.3939,28.0714,69.2274,201.3974,0,S,NA,7,8,5,17.460.2751.5,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEW,DAV,JEWxDAV
4434,5443,17,Jewell,460,2751,6,T6,1.2977,203.3085,186.5422,149.9895,28.5891,66.4806,203.3085,0,C,2,2,2,4,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEW,DAV,JEWxDAV
4435,5444,17,Jewell,460,2751,6,T6,2.343,NA,NA,NA,NA,NA,NA,0,C,3,0,7,3,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEW,DAV,JEWxDAV
4436,5445,17,Jewell,460,2751,6,T6,0.8771,198.991,180.358,143.7533,27.6589,70.3625,198.991,0,S,NA,6,5,6,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEW,DAV,JEWxDAV
4437,5446,17,Jewell,460,2751,6,T6,0.8692,196.9992,179.0452,143.2113,27.7846,69.2071,196.9992,0,S,NA,4,3,8,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEW,DAV,JEWxDAV
4438,5447,17,Jewell,460,2751,6,T6,0.7698,196.1964,179.0879,141.4181,28.7138,70.7535,196.1964,0,S,NA,5,6,2,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEW,DAV,JEWxDAV
4439,5448,17,Jewell,460,2751,6,T6,0.5325,192.6504,174.2806,138.0737,27.6728,71.7958,192.6504,1,S,NA,1,1,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEW,DAV,JEWxDAV
4440,5449,17,Jewell,460,2751,6,T6,0.656,203.8381,185.6855,148.0823,28.1729,69.2854,203.8381,0,S,NA,9,10,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEW,DAV,JEWxDAV
4441,5450,17,Jewell,460,2751,6,T6,0.9992,200.5532,182.5146,145.8638,27.9676,69.0941,200.5532,0,S,NA,8,9,7,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEW,DAV,JEWxDAV
4442,5451,17,Jewell,460,2867,0,T0,0.5088,169.0672,155.4628,127.4289,28.2265,62.3192,169.0672,0,S,NA,3,3,,,A.ten,IndivCross,Juvenile,AMB,Switzer7,Switzer6,Switzer7xSwitzer6,T.F10,C80,SWI,SWI,SWIxSWI
4443,5452,17,Jewell,460,2867,0,T0,0.9563,170.5437,156.9812,127.4386,28.7233,64.0542,170.5437,1,S,NA,1,1,,17.460.2867.1,A.ten,IndivCross,Juvenile,AMB,Switzer7,Switzer6,Switzer7xSwitzer6,T.F10,C80,SWI,SWI,SWIxSWI
4444,5453,17,Jewell,460,2867,0,T0,0.7014,164.8352,150.9867,121.6792,28.4836,66.3706,164.8352,0,S,NA,2,2,,,A.ten,IndivCross,Juvenile,AMB,Switzer7,Switzer6,Switzer7xSwitzer6,T.F10,C80,SWI,SWI,SWIxSWI
4445,5454,17,Jewell,460,2867,6,T6,0.4278,164.4487,149.1524,115.9773,28.5749,74.7988,164.4487,0,S,NA,2,2,2,,A.ten,IndivCross,Juvenile,AMB,Switzer7,Switzer6,Switzer7xSwitzer6,T.F10,C80,SWI,SWI,SWIxSWI
4446,5455,17,Jewell,460,2867,6,T6,0.516,166.983,152.307,120.501,28.594,70.529,166.983,NA,S,NA,0,3,3,,A.ten,IndivCross,Juvenile,AMB,Switzer7,Switzer6,Switzer7xSwitzer6,T.F10,C80,SWI,SWI,SWIxSWI
4447,5456,17,Jewell,460,2867,6,T6,0.8202,167.8617,153.1071,119.367,29.0316,73.3099,167.8617,1,S,NA,1,1,1,17.460.2867.1,A.ten,IndivCross,Juvenile,AMB,Switzer7,Switzer6,Switzer7xSwitzer6,T.F10,C80,SWI,SWI,SWIxSWI
4448,5457,18,D1,288,1425,0,T0,3.2701,117.3129,84.3433,43.4021,23.086,161.4338,117.3129,NA,C,3,1,1,,,A.ten,IndivCross,Juvenile,AMB,Jewell6,PAL1,Jewell6xPAL1,T.F38,C31,JEW,PAL,JEWxPAL
4449,5458,18,D1,288,1425,6,T6,3.2697,98.4693,66.4648,31.323,22.0916,182.4186,98.4698,1,C,3,1,1,1,18.288.1425.1,A.ten,IndivCross,Juvenile,AMB,Jewell6,PAL1,Jewell6xPAL1,T.F38,C31,JEW,PAL,JEWxPAL
4450,5459,18,D1,288,1966,0,T0,1.729,134.6056,102.6476,58.7097,24.1816,143.9354,134.6056,NA,C,2,1,1,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL4,Jewell8xPAL4,T.F47,C78,JEW,PAL,JEWxPAL
4451,5460,18,D1,288,1966,0,T0,3.7198,135.9924,96.4452,46.0307,23.3867,168.9956,135.9924,NA,S,NA,2,2,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL4,Jewell8xPAL4,T.F47,C78,JEW,PAL,JEWxPAL
4452,5461,18,D1,288,1966,0,T0,0.9434,131.7164,99.4332,49.6523,25.3118,159.6408,131.7164,NA,S,NA,3,3,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL4,Jewell8xPAL4,T.F47,C78,JEW,PAL,JEWxPAL
4453,5462,18,D1,288,1966,0,T0,2.289,NA,NA,NA,NA,NA,NA,NA,C,2,4,7,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL4,Jewell8xPAL4,T.F47,C78,JEW,PAL,JEWxPAL
4454,5463,18,D1,288,1966,0,T0,4.509,NA,NA,NA,NA,NA,NA,NA,C,5,4,4,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL4,Jewell8xPAL4,T.F47,C78,JEW,PAL,JEWxPAL
4455,5464,18,D1,288,1966,0,T0,1.0535,140.8483,108.1582,63.6394,24.0673,140.4846,140.8483,NA,S,NA,5,5,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL4,Jewell8xPAL4,T.F47,C78,JEW,PAL,JEWxPAL
4456,5465,18,D1,288,1966,0,T0,2.7498,153.802,120.9479,67.0055,25.9161,144.1587,153.802,NA,C,3,6,6,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL4,Jewell8xPAL4,T.F47,C78,JEW,PAL,JEWxPAL
4457,5466,18,D1,288,1966,6,T6,2.6673,101.3021,58.535,16.6832,20.6007,215.6559,101.3021,1,S,NA,1,2,4,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL4,Jewell8xPAL4,T.F47,C78,JEW,PAL,JEWxPAL
4458,5467,18,D1,288,1966,6,T6,1.787,NA,NA,NA,NA,NA,NA,NA,C,2,2,7,2,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL4,Jewell8xPAL4,T.F47,C78,JEW,PAL,JEWxPAL
4459,5468,18,D1,288,1966,6,T6,5.044,NA,NA,NA,NA,NA,NA,0,C,5,2,4,3,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL4,Jewell8xPAL4,T.F47,C78,JEW,PAL,JEWxPAL
4460,5469,18,D1,288,1966,6,T6,2.4574,103.9449,65.2922,24.7905,21.2806,195.6532,103.9449,0,C,2,3,1,6,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL4,Jewell8xPAL4,T.F47,C78,JEW,PAL,JEWxPAL
4461,5470,18,D1,288,1966,6,T6,1.0121,92.9801,57.085,15.5133,22.2714,213.9808,92.9801,0,S,NA,4,3,5,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL4,Jewell8xPAL4,T.F47,C78,JEW,PAL,JEWxPAL
4462,5471,18,D1,288,1966,6,T6,1.4597,112.5155,72.757,28.4978,21.8675,191.6687,112.5155,0,S,NA,5,5,7,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL4,Jewell8xPAL4,T.F47,C78,JEW,PAL,JEWxPAL
4463,5472,18,D1,288,1966,6,T6,2.1381,126.1893,91.0054,42.6209,24.1164,171.0817,126.1893,0,C,3,6,6,1,18.288.1966.1,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL4,Jewell8xPAL4,T.F47,C78,JEW,PAL,JEWxPAL
4464,5473,18,D1,288,2792,0,T0,1.8003,155.1142,115.6388,62.1718,24.0162,152.9552,155.1142,NA,C,2,1,1,,,A.ten,IndivCross,Juvenile,AMB,PAR5,Davies6,PAR5xDavies6,T.F22,C78,PAR,DAV,PARxDAV
4465,5474,18,D1,288,2792,0,T0,0.9693,163.2961,125.1137,73.8956,24.0238,140.7463,163.2961,NA,S,NA,2,2,,,A.ten,IndivCross,Juvenile,AMB,PAR5,Davies6,PAR5xDavies6,T.F22,C78,PAR,DAV,PARxDAV
4466,5475,18,D1,288,2792,0,T0,3.4303,153.2778,122.3085,71.4124,26.0117,137.1908,153.2778,NA,C,4,3,3,,,A.ten,IndivCross,Juvenile,AMB,PAR5,Davies6,PAR5xDavies6,T.F22,C78,PAR,DAV,PARxDAV
4467,5476,18,D1,288,2792,0,T0,0.682,162.8131,126.4414,78.3796,23.83,134.0322,162.8131,NA,S,NA,4,4,,,A.ten,IndivCross,Juvenile,AMB,PAR5,Davies6,PAR5xDavies6,T.F22,C78,PAR,DAV,PARxDAV
4468,5477,18,D1,288,2792,0,T0,0.6679,175.1218,142.6264,92.0685,25.5617,121.0997,175.1218,NA,S,NA,5,5,,,A.ten,IndivCross,Juvenile,AMB,PAR5,Davies6,PAR5xDavies6,T.F22,C78,PAR,DAV,PARxDAV
4469,5478,18,D1,288,2792,6,T6,1.2429,119.4316,77.6228,31.1955,21.8656,190.8975,119.4316,1,C,2,1,1,3,,A.ten,IndivCross,Juvenile,AMB,PAR5,Davies6,PAR5xDavies6,T.F22,C78,PAR,DAV,PARxDAV
4470,5479,18,D1,288,2792,6,T6,3.5023,130.7997,90.7278,41.454,22.9906,176.8785,130.7997,0,C,4,2,3,1,18.288.2792.1,A.ten,IndivCross,Juvenile,AMB,PAR5,Davies6,PAR5xDavies6,T.F22,C78,PAR,DAV,PARxDAV
4471,5480,18,D1,288,2792,6,T6,0.9207,138.7908,98.5229,50.7266,22.729,165.235,138.7908,0,S,NA,3,2,4,,A.ten,IndivCross,Juvenile,AMB,PAR5,Davies6,PAR5xDavies6,T.F22,C78,PAR,DAV,PARxDAV
4472,5481,18,D1,288,2792,6,T6,0.5783,164.51,131.3107,83.4209,24.8325,126.49,164.51,0,S,NA,4,5,2,,A.ten,IndivCross,Juvenile,AMB,PAR5,Davies6,PAR5xDavies6,T.F22,C78,PAR,DAV,PARxDAV
4473,5482,18,D1,288,2792,6,T6,0.9099,150.1868,105.0194,60.7915,20.7036,155.7159,150.1872,0,S,NA,5,4,5,,A.ten,IndivCross,Juvenile,AMB,PAR5,Davies6,PAR5xDavies6,T.F22,C78,PAR,DAV,PARxDAV
4474,5483,18,D1,288,2967,0,T0,0.8703,109.8755,76.9222,41.0985,21.6479,160.0463,109.8755,NA,S,NA,1,1,,,A.ten,IndivCross,Juvenile,AMB,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PAR,DAV,PARxDAV
4475,5484,18,D1,288,2967,0,T0,1.0121,124.0288,93.8666,50.9932,24.4522,150.6097,124.0288,NA,S,NA,2,2,,,A.ten,IndivCross,Juvenile,AMB,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PAR,DAV,PARxDAV
4476,5485,18,D1,288,2967,0,T0,0.6812,116.2014,90.1475,50.1723,25.1665,145.26,116.2014,NA,S,NA,3,3,,,A.ten,IndivCross,Juvenile,AMB,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PAR,DAV,PARxDAV
4477,5486,18,D1,288,2967,6,T6,1.1054,93.8964,57.4521,26.5844,18.9713,185.2756,93.8964,1,S,NA,1,1,3,,A.ten,IndivCross,Juvenile,AMB,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PAR,DAV,PARxDAV
4478,5487,18,D1,288,2967,6,T6,0.9819,98.5486,64.1694,25.4745,21.9754,191.3777,98.5486,0,S,NA,2,2,2,18.288.2967.2,A.ten,IndivCross,Juvenile,AMB,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PAR,DAV,PARxDAV
4479,5488,18,D1,288,2967,6,T6,0.7273,94.4342,64.2663,28.048,22.6054,180.4718,94.4342,0,S,NA,3,3,1,,A.ten,IndivCross,Juvenile,AMB,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PAR,DAV,PARxDAV
4480,5489,18,D1,294,1412,0,T0,3.641,NA,NA,NA,NA,NA,NA,NA,C,4,1,5,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
4481,5490,18,D1,294,1412,0,T0,1.528,167.532,127.421,82.168,22.069,129.646,167.532,NA,S,NA,1,1,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
4482,5491,18,D1,294,1412,0,T0,0.7475,163.4436,129.7023,89.2592,22.7076,115.8969,163.4436,NA,S,NA,2,2,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
4483,5492,18,D1,294,1412,0,T0,0.8047,169.3866,139.6864,96.4859,24.8,110.5136,169.3866,NA,S,NA,3,3,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
4484,5493,18,D1,294,1412,0,T0,1.0503,173.4741,145.2506,104.0309,24.8653,102.9523,173.4741,NA,S,NA,4,4,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
4485,5494,18,D1,294,1412,6,T6,3.497,NA,NA,NA,NA,NA,NA,NA,C,4,1,5,1,18.294.1412.1,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
4486,5495,18,D1,294,1412,6,T6,1.185,140.511,100.432,51.67,22.957,163.404,140.511,1,S,NA,1,1,2,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
4487,5496,18,D1,294,1412,6,T6,0.9185,148.5751,107.1129,62.686,21.5445,150.3214,148.5751,0,S,NA,2,2,3,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
4488,5497,18,D1,294,1412,6,T6,0.7453,141.3768,107.0744,60.3734,24.0082,149.5787,141.3768,0,S,NA,3,3,5,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
4489,5498,18,D1,294,1412,6,T6,0.8926,153.4139,119.879,76.0908,23.7156,131.357,153.4139,0,S,NA,4,4,4,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
4490,5499,18,D1,294,1928,0,T0,0.9538,138.6017,103.0638,67.6346,20.7558,131.3647,138.6017,NA,S,NA,1,1,,,A.ten,IndivCross,Juvenile,AMB,PAL4,PAL2,PAL4xPAL2,T.F33,C94,PAL,PAL,PALxPAL
4491,5500,18,D1,294,1928,0,T0,1.0179,143.4185,107.4485,71.0669,21.0007,129.3123,143.4185,NA,S,NA,2,2,,,A.ten,IndivCross,Juvenile,AMB,PAL4,PAL2,PAL4xPAL2,T.F33,C94,PAL,PAL,PALxPAL
4492,5501,18,D1,294,1928,0,T0,2.3865,146.8075,110.3033,70.9994,21.6225,131.7459,146.8075,NA,C,2,3,3,,,A.ten,IndivCross,Juvenile,AMB,PAL4,PAL2,PAL4xPAL2,T.F33,C94,PAL,PAL,PALxPAL
4493,5502,18,D1,294,1928,0,T0,1.0039,160.4828,130.7991,89.5269,24.2715,112.3996,160.4828,NA,S,NA,4,4,,,A.ten,IndivCross,Juvenile,AMB,PAL4,PAL2,PAL4xPAL2,T.F33,C94,PAL,PAL,PALxPAL
4494,5503,18,D1,294,1928,0,T0,4.3931,145.6649,114.9955,74.9262,23.6433,123.7345,145.6649,NA,C,3,5,5,,,A.ten,IndivCross,Juvenile,AMB,PAL4,PAL2,PAL4xPAL2,T.F33,C94,PAL,PAL,PALxPAL
4495,5504,18,D1,294,1928,6,T6,0.7903,122.3654,87.241,45.6542,22.477,160.7613,122.3654,1,S,NA,1,1,4,,A.ten,IndivCross,Juvenile,AMB,PAL4,PAL2,PAL4xPAL2,T.F33,C94,PAL,PAL,PALxPAL
4496,5505,18,D1,294,1928,6,T6,0.7043,121.5997,88.8855,48.3589,23.0251,155.0118,121.5997,0,S,NA,2,2,5,,A.ten,IndivCross,Juvenile,AMB,PAL4,PAL2,PAL4xPAL2,T.F33,C94,PAL,PAL,PALxPAL
4497,5506,18,D1,294,1928,6,T6,1.9854,124.5343,90.7242,47.3642,23.4024,159.5751,124.5343,0,C,2,3,3,3,,A.ten,IndivCross,Juvenile,AMB,PAL4,PAL2,PAL4xPAL2,T.F33,C94,PAL,PAL,PALxPAL
4498,5507,18,D1,294,1928,6,T6,0.8346,140.1743,114.1928,68.4465,26.6989,130.6937,140.1743,0,S,NA,4,4,1,,A.ten,IndivCross,Juvenile,AMB,PAL4,PAL2,PAL4xPAL2,T.F33,C94,PAL,PAL,PALxPAL
4499,5508,18,D1,294,1928,6,T6,2.7365,117.6174,92.143,48.3334,26.4253,151.3936,117.6174,0,C,3,5,5,2,18.294.1928.2,A.ten,IndivCross,Juvenile,AMB,PAL4,PAL2,PAL4xPAL2,T.F33,C94,PAL,PAL,PALxPAL
4500,5509,18,D1,294,1980,0,T0,2.2169,143.0106,103.899,62.4111,21.3534,144.3934,143.0106,NA,C,2,1,1,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
4501,5510,18,D1,294,1980,0,T0,0.9902,165.8884,128.588,84.74,22.5364,125.0349,165.8884,NA,S,NA,2,2,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
4502,5511,18,D1,294,1980,0,T0,1.3344,163.1749,125.9344,83.6802,22.1365,124.333,163.1749,NA,S,NA,3,3,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
4503,5512,18,D1,294,1980,0,T0,1.0046,161.8079,123.5082,80.5513,22.0025,128.572,161.8079,NA,S,NA,4,4,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
4504,5513,18,D1,294,1980,0,T0,1.5501,158.5935,130.1916,87.9203,24.974,113.659,158.5935,NA,S,NA,5,5,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
4505,5514,18,D1,294,1980,0,T0,2.2997,154.7091,115.1879,75.0966,20.9867,132.5973,154.7091,NA,C,3,6,6,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
4506,5515,18,D1,294,1980,0,T0,0.8649,156.873,118.9463,75.7002,22.3197,133.1128,156.873,NA,S,NA,7,7,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
4507,5516,18,D1,294,1980,0,T0,1.1583,166.0995,135.019,91.0395,24.4541,115.2698,166.0995,NA,S,NA,8,8,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
4508,5517,18,D1,294,1980,0,T0,0.602,167.93,132.1334,85.6202,23.7919,125.811,167.93,NA,S,NA,9,9,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
4509,5518,18,D1,294,1980,0,T0,0.8505,172.2756,132.0851,89.6622,21.5872,123.2798,172.2756,NA,S,NA,10,10,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
4510,5519,18,D1,294,1980,0,T0,0.8976,177.2026,143.432,101.511,23.1629,109.3097,177.2026,NA,S,NA,11,11,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
4511,5520,18,D1,294,1980,6,T6,1.7877,99.8133,67.1843,26.4169,23.1245,188.7756,99.8133,1,C,2,1,1,4,18.294.1980.4,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
4512,5521,18,D1,294,1980,6,T6,1.2372,123.6976,83.9601,44.9409,20.6077,166.2814,123.6976,0,S,NA,2,5,1,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
4513,5522,18,D1,294,1980,6,T6,1.0899,106.7671,70.3314,29.259,21.9838,186.2808,106.7671,0,S,NA,3,3,8,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
4514,5523,18,D1,294,1980,6,T6,0.7252,119.006,84.3108,39.6534,23.4454,171.4623,119.006,0,S,NA,4,2,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
4515,5524,18,D1,294,1980,6,T6,0.957,139.9782,99.769,56.1099,21.7299,155.7731,139.9782,0,S,NA,5,4,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
