,X.1,Tank,Treatment,Cassette,Plate.Slide,Timepoint,Timepoint2,Area,Coral.Red.Mean,Coral.Green.Mean,Coral.Blue.Mean,Coral.Hue.Mean,Coral.Saturation.Mean,Coral.Brightness.Mean,X,SINGLE.CLUMP,Clump.IndNo,Live.Coral.ID.Number,MatchID,SamplesID,MPAM_Identifier,Species,CrossType,Lifestage,Temp,Mom,Dad,Cross,Family,Cone,Mom2,Dad2,popcross
3013,3694,15,Jewell,284,2923,6,T6,0.921,176.8878,156.8643,123.2697,26.0852,76.9343,176.8878,0,S,NA,3,3,2,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Switzer7,Switzer4xSwitzer7,T.F12,C69,SWI,SWI,SWIxSWI
3014,3695,15,Jewell,284,2923,6,T6,0.5865,169.752,144.2597,107.9325,24.4758,92.4328,169.752,0,S,NA,2,4,,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Switzer7,Switzer4xSwitzer7,T.F12,C69,SWI,SWI,SWIxSWI
3015,3696,15,Jewell,284,2923,6,T6,0.4972,172.4446,149.6923,111.042,26.2266,90.3939,172.4446,0,S,NA,4,6,6,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Switzer7,Switzer4xSwitzer7,T.F12,C69,SWI,SWI,SWIxSWI
3016,3697,15,Jewell,284,2923,6,T6,0.7759,177.8172,157.2116,119.6789,26.9865,82.961,177.8172,0,S,NA,6,7,5,15.284.2923.5,A.ten,IndivCross,Juvenile,AMB,Switzer4,Switzer7,Switzer4xSwitzer7,T.F12,C69,SWI,SWI,SWIxSWI
3017,3698,15,Jewell,284,2923,6,T6,0.7266,174.8707,153.8791,117.94,26.3434,82.6601,174.8707,0,S,NA,5,5,4,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Switzer7,Switzer4xSwitzer7,T.F12,C69,SWI,SWI,SWIxSWI
3018,3699,15,Jewell,284,2962,0,T0,0.7727,180.1002,164.5582,134.4599,27.6505,64.1528,180.1002,1,S,NA,1,1,,15.284.2962.1,A.ten,IndivCross,Juvenile,AMB,Switzer4,Davies8,Switzer4xDavies8,T.F31,C72,SWI,DAV,SWIxDAV
3019,3700,15,Jewell,284,2962,0,T0,0.9336,181.9772,164.7813,134.9607,26.5114,65.462,181.9772,0,S,NA,2,2,,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Davies8,Switzer4xDavies8,T.F31,C72,SWI,DAV,SWIxDAV
3020,3701,15,Jewell,284,2962,0,T0,0.8415,177.3744,161.0381,131.261,27.0586,65.849,177.3744,0,S,NA,3,3,,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Davies8,Switzer4xDavies8,T.F31,C72,SWI,DAV,SWIxDAV
3021,3702,15,Jewell,284,2962,0,T0,0.8181,182.6677,163.7333,133.3301,25.7306,68.4208,182.6677,0,S,NA,4,4,,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Davies8,Switzer4xDavies8,T.F31,C72,SWI,DAV,SWIxDAV
3022,3703,15,Jewell,284,2962,0,T0,0.9862,173.8098,156.9241,127.7258,26.5294,67.1815,173.8098,0,S,NA,5,5,,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Davies8,Switzer4xDavies8,T.F31,C72,SWI,DAV,SWIxDAV
3023,3704,15,Jewell,284,2962,0,T0,0.4681,177.0838,159.6746,129.8562,26.3854,67.5546,177.0838,0,S,NA,7,7,,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Davies8,Switzer4xDavies8,T.F31,C72,SWI,DAV,SWIxDAV
3024,3705,15,Jewell,284,2962,0,T0,1.4849,169.5805,154.6979,125.2449,27.8829,66.2592,169.5805,0,C,2,6,6,,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Davies8,Switzer4xDavies8,T.F31,C72,SWI,DAV,SWIxDAV
3025,3706,15,Jewell,284,2962,6,T6,0.9016,171.8083,155.2967,123.8838,27.4026,70.7668,171.8083,0,S,NA,4,3,2,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Davies8,Switzer4xDavies8,T.F31,C72,SWI,DAV,SWIxDAV
3026,3707,15,Jewell,284,2962,6,T6,0.8782,172.7306,151.3071,117.8848,25.4063,80.7159,172.7306,0,S,NA,3,4,7,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Davies8,Switzer4xDavies8,T.F31,C72,SWI,DAV,SWIxDAV
3027,3708,15,Jewell,284,2962,6,T6,0.3485,170.156,153.0031,121.0558,27.1952,73.1622,170.156,0,S,NA,7,7,6,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Davies8,Switzer4xDavies8,T.F31,C72,SWI,DAV,SWIxDAV
3028,3709,15,Jewell,284,2962,6,T6,0.8789,174.6313,157.2229,125.8578,26.871,70.8349,174.6313,0,S,NA,2,2,5,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Davies8,Switzer4xDavies8,T.F31,C72,SWI,DAV,SWIxDAV
3029,3710,15,Jewell,284,2962,6,T6,0.8083,174.2361,157.6878,126.0178,27.4339,70.1519,174.2361,1,S,NA,1,1,1,15.284.2962.1,A.ten,IndivCross,Juvenile,AMB,Switzer4,Davies8,Switzer4xDavies8,T.F31,C72,SWI,DAV,SWIxDAV
3030,3711,15,Jewell,284,2962,6,T6,0.956,170.1774,153.1284,121.4407,27.1559,72.6196,170.1774,0,S,NA,5,5,4,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Davies8,Switzer4xDavies8,T.F31,C72,SWI,DAV,SWIxDAV
3031,3712,15,Jewell,284,2962,6,T6,1.667,NA,NA,NA,NA,NA,NA,0,C,2,8,6,3,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Davies8,Switzer4xDavies8,T.F31,C72,SWI,DAV,SWIxDAV
3032,3713,15,Jewell,284,2962,6,T6,1.667,NA,NA,NA,NA,NA,NA,0,C,2,6,6,3,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Davies8,Switzer4xDavies8,T.F31,C72,SWI,DAV,SWIxDAV
3033,3714,15,Jewell,292,1414,0,T0,2.3138,207.1323,188.3754,153.7264,27.0773,65.31,207.1323,1,C,3,1,1,,15.292.1414.1,A.ten,IndivCross,Juvenile,AMB,Jewell6,PAL1,Jewell6xPAL1,T.F38,C31,JEW,PAL,JEWxPAL
3034,3715,15,Jewell,292,1414,6,T6,2.8204,195.4253,167.076,129.0306,23.9623,86.2421,195.4253,1,C,3,1,1,1,15.292.1414.1,A.ten,IndivCross,Juvenile,AMB,Jewell6,PAL1,Jewell6xPAL1,T.F38,C31,JEW,PAL,JEWxPAL
3035,3716,15,Jewell,292,1428,0,T0,0.9056,154.6477,139.7074,113.6358,26.6863,67.161,154.6477,0,S,NA,7,7,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell2,Jewell8xJewell2,T.F1,C74,JEW,JEW,JEWxJEW
3036,3717,15,Jewell,292,1428,0,T0,1.7114,143.4927,127.5918,103.1342,25.3535,71.3244,143.4927,0,C,3,4,4,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell2,Jewell8xJewell2,T.F1,C74,JEW,JEW,JEWxJEW
3037,3718,15,Jewell,292,1428,0,T0,0.9308,153.0611,137.9594,111.9845,26.5273,67.9969,153.0611,0,S,NA,6,6,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell2,Jewell8xJewell2,T.F1,C74,JEW,JEW,JEWxJEW
3038,3719,15,Jewell,292,1428,0,T0,1.658,NA,NA,NA,NA,NA,NA,0,C,2,2,1,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell2,Jewell8xJewell2,T.F1,C74,JEW,JEW,JEWxJEW
3039,3720,15,Jewell,292,1428,0,T0,1.6837,143.8266,128.556,103.2938,26.1204,71.4463,143.8266,0,C,3,3,3,,15.292.1428.4,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell2,Jewell8xJewell2,T.F1,C74,JEW,JEW,JEWxJEW
3040,3721,15,Jewell,292,1428,0,T0,0.741,145.3445,130.3698,105.0986,26.3066,70.207,145.3445,0,S,NA,5,5,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell2,Jewell8xJewell2,T.F1,C74,JEW,JEW,JEWxJEW
3041,3722,15,Jewell,292,1428,0,T0,1.658,NA,NA,NA,NA,NA,NA,1,C,2,1,1,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell2,Jewell8xJewell2,T.F1,C74,JEW,JEW,JEWxJEW
3042,3723,15,Jewell,292,1428,6,T6,0.8912,141.4642,121.676,89.6271,25.7859,93.1257,141.4642,0,S,NA,4,6,5,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell2,Jewell8xJewell2,T.F1,C74,JEW,JEW,JEWxJEW
3043,3724,15,Jewell,292,1428,6,T6,0.8202,144.784,125.1422,94.0944,25.5325,88.9271,144.784,0,S,NA,5,7,4,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell2,Jewell8xJewell2,T.F1,C74,JEW,JEW,JEWxJEW
3044,3725,15,Jewell,292,1428,6,T6,1.536,124.9491,96.4543,63.7895,22.2923,124.8739,124.9491,0,C,3,2,4,1,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell2,Jewell8xJewell2,T.F1,C74,JEW,JEW,JEWxJEW
3045,3726,15,Jewell,292,1428,6,T6,0.5621,129.7322,106.508,74.4561,24.1326,108.3421,129.7322,0,S,NA,3,5,3,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell2,Jewell8xJewell2,T.F1,C74,JEW,JEW,JEWxJEW
3046,3727,15,Jewell,292,1428,6,T6,0.472,NA,NA,NA,NA,NA,NA,0,C,2,0,1,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell2,Jewell8xJewell2,T.F1,C74,JEW,JEW,JEWxJEW
3047,3728,15,Jewell,292,1428,6,T6,2.318,NA,NA,NA,NA,NA,NA,0,C,3,0.1,3,2,15.292.1428.4,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell2,Jewell8xJewell2,T.F1,C74,JEW,JEW,JEWxJEW
3048,3729,15,Jewell,292,1941,0,T0,0.718,181.6304,166.1359,135.9127,27.6926,63.7166,181.6304,0,S,NA,3,3,,15.292.1941.3,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
3049,3730,15,Jewell,292,1941,0,T0,0.8256,196.4422,179.6158,147.5722,27.4003,62.9799,196.4422,0,S,NA,7,7,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
3050,3731,15,Jewell,292,1941,0,T0,2.3638,201.6388,184.9077,153.3709,27.3347,60.8302,201.6388,0,S,NA,4,4,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
3051,3732,15,Jewell,292,1941,0,T0,1.4813,185.3551,169.6208,138.7584,27.6949,63.6597,185.3551,0,C,2,2,2,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
3052,3733,15,Jewell,292,1941,0,T0,0.7439,192.3485,175.4685,144.3078,27.1089,63.2381,192.3485,0,S,NA,8,8,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
3053,3734,15,Jewell,292,1941,0,T0,0.5765,195.9194,176.9319,148.8507,24.9806,60.8532,195.9194,0,S,NA,5,5,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
3054,3735,15,Jewell,292,1941,0,T0,0.4054,179.5133,163.7584,134.5124,27.2771,63.4014,179.5133,1,S,NA,1,1,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
3055,3736,15,Jewell,292,1941,0,T0,1.473,199.1071,176.1298,141.0853,25.2628,73.9027,199.1071,0,C,2,6,6,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
3056,3737,15,Jewell,292,1941,6,T6,0.669,177.0501,157.8918,121.4763,27.3611,79.6502,177.0501,0,S,NA,2,3,3,15.292.1941.3,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
3057,3738,15,Jewell,292,1941,6,T6,0.746,178.676,154.939,115.108,26.446,91.239,178.676,0,S,NA,5,8,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
3058,3739,15,Jewell,292,1941,6,T6,1.705,NA,NA,NA,NA,NA,NA,1,C,2,1,2,2,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
3059,3740,15,Jewell,292,1941,6,T6,1.325,NA,NA,NA,NA,NA,NA,0,C,2,3,6,1,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
3060,3741,15,Jewell,292,1941,6,T6,0.7839,188.9904,166.616,132.0055,25.3215,76.407,188.9904,0,S,NA,4,7,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
3061,3742,15,Jewell,292,2358,0,T0,2.1193,204.2373,187.3857,155.1775,27.4203,60.8561,204.2373,0,C,4,6,6,,15.292.2358.1,A.ten,IndivCross,Juvenile,AMB,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
3062,3743,15,Jewell,292,2358,0,T0,0.8872,206.651,190.17,158.6027,28.0641,59.2537,206.6623,1,S,NA,1,1,,,A.ten,IndivCross,Juvenile,AMB,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
3063,3744,15,Jewell,292,2358,0,T0,0.867,199.9875,183.4286,150.6453,27.7508,62.5042,199.9875,0,S,NA,4,4,,,A.ten,IndivCross,Juvenile,AMB,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
3064,3745,15,Jewell,292,2358,0,T0,0.7313,197.355,182.4298,149.5677,28.7011,61.3161,197.355,0,S,NA,7,7,,,A.ten,IndivCross,Juvenile,AMB,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
3065,3746,15,Jewell,292,2358,0,T0,0.893,195.6387,180.0315,147.5948,28.2097,62.2089,195.6387,0,S,NA,2,2,,,A.ten,IndivCross,Juvenile,AMB,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
3066,3747,15,Jewell,292,2358,0,T0,0.7172,204.5055,188.6727,156.872,27.8961,59.0582,204.5055,0,S,NA,3,3,,,A.ten,IndivCross,Juvenile,AMB,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
3067,3748,15,Jewell,292,2358,0,T0,0.8109,197.9956,182.3956,148.571,28.5861,63.2056,197.9956,0,S,NA,8,8,,,A.ten,IndivCross,Juvenile,AMB,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
3068,3749,15,Jewell,292,2358,0,T0,1.8799,205.0249,188.2904,155.1015,27.7907,61.8169,205.0249,0,C,3,5,5,,,A.ten,IndivCross,Juvenile,AMB,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
3069,3750,15,Jewell,292,2358,6,T6,2.3696,192.9634,167.7321,126.8605,25.7892,86.9998,192.9634,0,C,4,6,6,1,15.292.2358.1,A.ten,IndivCross,Juvenile,AMB,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
3070,3751,15,Jewell,292,2358,6,T6,1.739,NA,NA,NA,NA,NA,NA,0,C,3,5,5,,,A.ten,IndivCross,Juvenile,AMB,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
3071,3752,15,Jewell,292,2358,6,T6,1.1022,188.9696,167.5776,130.7429,26.4018,78.1696,188.9696,0,S,NA,3,2,3,,A.ten,IndivCross,Juvenile,AMB,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
3072,3753,15,Jewell,292,2358,6,T6,0.5883,186.4021,159.6567,114.9755,26.1756,97.369,186.4021,0,S,NA,4,4,,,A.ten,IndivCross,Juvenile,AMB,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
3073,3754,15,Jewell,292,2358,6,T6,0.483,169.328,127.784,94.909,18.416,112.578,169.328,0,S,NA,0,1,,,A.ten,IndivCross,Juvenile,AMB,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
3074,3755,15,Jewell,292,2358,6,T6,0.6305,186.8264,163.5003,118.3404,27.546,93.1451,186.8264,0,S,NA,7,7,,,A.ten,IndivCross,Juvenile,AMB,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
3075,3756,15,Jewell,292,2358,6,T6,0.683,188.253,168.8028,127.5709,28.4433,81.7918,188.253,0,S,NA,9,8,2,,A.ten,IndivCross,Juvenile,AMB,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
3076,3757,15,Jewell,292,2358,6,T6,1.739,NA,NA,NA,NA,NA,NA,0,C,3,8,5,,,A.ten,IndivCross,Juvenile,AMB,Davies8,Davies10,Davies8xDavies10,T.F15,C91,DAV,DAV,DAVxDAV
3077,3758,15,Jewell,292,2746,0,T0,1.4907,186.1258,168.0802,140.1925,25.3592,62.5411,186.1258,0,C,3,2,2,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3078,3759,15,Jewell,292,2746,0,T0,1.226,174.8358,157.9574,129.9069,26.1489,65.1178,174.8358,0,C,3,10,10,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3079,3760,15,Jewell,292,2746,0,T0,0.6438,187.3512,165.2271,139.6477,22.3468,64.5291,187.3512,1,S,NA,1,1,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3080,3761,15,Jewell,292,2746,0,T0,0.7817,216.1188,198.7227,169.9912,26.2193,54.2773,216.1239,0,S,NA,15,15,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3081,3762,15,Jewell,292,2746,0,T0,1.3344,183.9641,165.8036,137.6506,25.3969,63.7855,183.9641,0,S,NA,3,3,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3082,3763,15,Jewell,292,2746,0,T0,1.6196,179.1505,160.2414,131.1381,25.3128,67.9455,179.1505,0,C,2,5,5,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3083,3764,15,Jewell,292,2746,0,T0,3.168,NA,NA,NA,NA,NA,NA,0,C,5,8,6,,15.292.2746.1,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3084,3765,15,Jewell,292,2746,0,T0,0.88,205.2279,185.9255,154.367,25.8863,62.8732,205.2279,0,S,NA,13,13,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3085,3766,15,Jewell,292,2746,0,T0,0.6546,171.2162,154.4037,126.2288,26.242,66.5776,171.2162,0,S,NA,9,9,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3086,3767,15,Jewell,292,2746,0,T0,0.4778,204.9035,185.4989,151.8787,26.361,65.5154,204.9035,0,S,NA,14,14,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3087,3768,15,Jewell,292,2746,0,T0,3.168,NA,NA,NA,NA,NA,NA,0,C,5,6,6,,15.292.2746.1,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3088,3769,15,Jewell,292,2746,0,T0,1.451,NA,NA,NA,NA,NA,NA,0,C,2,4,4,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3089,3770,15,Jewell,292,2746,0,T0,0.7648,210.1182,189.8286,161.7462,24.3145,58.4444,210.1191,0,S,NA,7,7,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3090,3771,15,Jewell,292,2746,0,T0,0.6607,170.709,149.7973,120.0572,24.5738,75.1324,170.709,0,C,2,12,12,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3091,3772,15,Jewell,292,2746,0,T0,0.5207,196.5712,179.0491,151.4419,25.5692,58.112,196.5712,0,S,NA,11,11,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3092,3773,15,Jewell,292,2746,0,T0,0.7,171.697,155.688,129.845,25.851,61.784,171.697,0,S,NA,0,16,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3093,3774,15,Jewell,292,2746,6,T6,0.519,175.086,146.593,114.824,22.083,87.864,175.086,0,S,NA,0,11,6,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3094,3775,15,Jewell,292,2746,6,T6,0.5653,160.1096,138.1732,104.7605,25.1261,87.7847,160.1096,0,S,NA,10,9,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3095,3776,15,Jewell,292,2746,6,T6,0.7695,163.4436,132.5035,102.8601,20.2695,94.3145,163.4436,0,S,NA,2,1,5,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3096,3777,15,Jewell,292,2746,6,T6,2.078,NA,NA,NA,NA,NA,NA,0,C,3,11,10,4,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3097,3778,15,Jewell,292,2746,6,T6,1.79,NA,NA,NA,NA,NA,NA,1,C,3,1,2,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3098,3779,15,Jewell,292,2746,6,T6,0.7914,157.3421,127.1697,90.9877,22.8171,107.0814,157.3421,0,C,2,13,12,3,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3099,3780,15,Jewell,292,2746,6,T6,0.4267,157.8278,131.8456,104.2709,21.4599,86.3477,157.8278,0,S,NA,9,16,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3100,3781,15,Jewell,292,2746,6,T6,1.975,NA,NA,NA,NA,NA,NA,0,C,2,8,5,2,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3101,3782,15,Jewell,292,2746,6,T6,1.197,NA,NA,NA,NA,NA,NA,0,C,2,6,4,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3102,3783,15,Jewell,292,2746,6,T6,1.537,NA,NA,NA,NA,NA,NA,0,C,2,5,3,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3103,3784,15,Jewell,292,2746,6,T6,1.79,NA,NA,NA,NA,NA,NA,0,C,3,3,2,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3104,3785,15,Jewell,292,2746,6,T6,2.078,NA,NA,NA,NA,NA,NA,0,C,3,12,10,4,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3105,3786,15,Jewell,292,2746,6,T6,3.575,NA,NA,NA,NA,NA,NA,0,C,5,7,6,1,15.292.2746.1,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
3106,3787,15,Jewell,345,1451,0,T0,0.8631,208.8248,190.6608,156.2299,27.3137,63.7347,208.8248,0,S,NA,6,6,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
3107,3788,15,Jewell,345,1451,0,T0,0.9585,203.3993,186.4812,151.8749,28.0357,64.1458,203.3993,0,S,NA,4,4,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
3108,3789,15,Jewell,345,1451,0,T0,0.9772,196.8423,171.451,136.2513,24.2719,77.9923,196.8423,0,S,NA,2,2,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
3109,3790,15,Jewell,345,1451,0,T0,1.6487,201.8152,185.4344,151.8517,28.0629,62.7036,201.8152,1,C,2,1,1,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
3110,3791,15,Jewell,345,1451,0,T0,2.9349,201.8639,185.5791,151.2244,28.3238,63.5045,201.8639,0,C,4,3,3,,15.345.1451.2,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
3111,3792,15,Jewell,345,1451,0,T0,1.1886,210.0539,193.3617,158.0188,28.3469,62.6952,210.0539,0,C,2,5,5,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
3112,3793,15,Jewell,345,1451,6,T6,1.2494,203.7882,183.572,143.2159,27.8795,75.336,203.7882,0,C,2,6,5,5,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
3113,3794,15,Jewell,345,1451,6,T6,0.5066,166.4293,125.1955,83.371,20.9787,127.4016,166.4293,0,S,NA,2,2,6,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
3114,3795,15,Jewell,345,1451,6,T6,1.6966,183.8735,161.601,124.8519,25.982,81.5233,183.8735,1,C,2,1,1,1,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
